Reporter Identifier	VALUE
ILMN_1787064	7.628
ILMN_2406335	10.87
ILMN_1712019	11
ILMN_1666221	6.296
ILMN_1682547	6.316
ILMN_1747839	6.676
ILMN_1679184	6.711
ILMN_2215824	8.667
ILMN_1670452	7.015
ILMN_2289424	6.334
ILMN_2398211	6.663
ILMN_1680631	6.275
ILMN_2181867	6.182
ILMN_1757147	6.38
ILMN_1671812	6.427
ILMN_1799848	9.843
ILMN_2132599	11.1
ILMN_2227338	7.226
ILMN_1747151	6.493
ILMN_1768202	7.196
ILMN_2101368	6.391
ILMN_1740161	9.057
ILMN_1794063	7.763
ILMN_1697594	7.873
ILMN_2232520	10.02
ILMN_2075643	11.68
ILMN_1749338	9.005
ILMN_1756727	6.306
ILMN_1813607	6.45
ILMN_1796059	6.456
ILMN_1730678	12.98
ILMN_1708056	6.509
ILMN_2214278	7.662
ILMN_1805985	8.014
ILMN_1667748	8.633
ILMN_2119793	6.836
ILMN_1655766	6.329
ILMN_1758215	6.713
ILMN_2145153	6.453
ILMN_1798006	6.262
ILMN_2382431	6.733
ILMN_1750459	6.336
ILMN_1686523	6.391
ILMN_2280568	7.367
ILMN_1780806	7.755
ILMN_2189614	6.896
ILMN_1756417	8.083
ILMN_1776936	7.681
ILMN_1710979	8.409
ILMN_1758846	7.443
ILMN_1751744	6.55
ILMN_2091590	7.386
ILMN_1676605	6.454
ILMN_1779882	7.349
ILMN_1755049	6.331
ILMN_2059844	8.918
ILMN_1733716	6.616
ILMN_1712298	12.81
ILMN_1755588	6.876
ILMN_1669259	9.407
ILMN_1728957	6.292
ILMN_1793466	6.281
ILMN_2367300	6.351
ILMN_2226304	10.23
ILMN_1772660	6.475
ILMN_1766309	8.179
ILMN_2341724	6.703
ILMN_2072045	6.549
ILMN_1724040	11.22
ILMN_1692849	6.605
ILMN_1698159	7.008
ILMN_2178587	9.155
ILMN_2354930	6.646
ILMN_1779951	6.38
ILMN_1675937	6.409
ILMN_2048607	10.01
ILMN_1813669	10.98
ILMN_1758392	7.939
ILMN_1696131	6.375
ILMN_2340974	6.488
ILMN_1751636	6.887
ILMN_2199658	6.737
ILMN_1735108	6.42
ILMN_1677487	7.242
ILMN_2273796	6.844
ILMN_2370692	6.627
ILMN_1739645	9.256
ILMN_1807945	7.507
ILMN_1684293	14.44
ILMN_2151412	6.486
ILMN_1655868	7.319
ILMN_1728191	6.448
ILMN_1684923	6.605
ILMN_1763837	6.419
ILMN_1887731	6.41
ILMN_1670379	10.89
ILMN_1811877	7.376
ILMN_2387995	6.573
ILMN_1780894	6.659
ILMN_1812926	10.4
ILMN_1668044	6.255
ILMN_1668566	6.744
ILMN_2184184	13.21
ILMN_1699421	11
ILMN_2380494	9.238
ILMN_1685170	10.33
ILMN_1807003	6.66
ILMN_2412490	6.488
ILMN_1737612	6.447
ILMN_1799243	6.858
ILMN_1711899	8.018
ILMN_1755937	8.504
ILMN_2409167	12.45
ILMN_1698100	9.495
ILMN_2041101	11.85
ILMN_1798372	7.01
ILMN_1694548	8.897
ILMN_1711408	8.29
ILMN_1741003	10.79
ILMN_2326591	6.723
ILMN_1678612	6.907
ILMN_1662322	6.397
ILMN_1703791	12.74
ILMN_1778087	6.561
ILMN_2095610	6.499
ILMN_2186983	6.684
ILMN_2217601	6.398
ILMN_1709820	6.412
ILMN_1799863	6.47
ILMN_1741431	6.587
ILMN_2405185	6.489
ILMN_1782086	6.307
ILMN_1781537	6.307
ILMN_1813840	11.37
ILMN_1767113	9.592
ILMN_1789676	6.643
ILMN_2387505	6.872
ILMN_1781983	11.18
ILMN_2399627	7.38
ILMN_2399622	7.768
ILMN_2276598	6.271
ILMN_1754179	8.625
ILMN_1805247	7.11
ILMN_2415467	7.944
ILMN_1754738	10.96
ILMN_1705861	6.884
ILMN_1751345	7.464
ILMN_1712806	8.789
ILMN_2316173	8.327
ILMN_1766411	8.661
ILMN_2120273	8.937
ILMN_1768610	6.785
ILMN_1815306	6.674
ILMN_2359211	6.386
ILMN_1673108	6.68
ILMN_1803779	7.294
ILMN_1681998	7.384
ILMN_2331735	7.582
ILMN_1699598	9
ILMN_2402798	8.999
ILMN_1662426	10.33
ILMN_1809957	13.46
ILMN_1768867	9.931
ILMN_1679256	7.354
ILMN_2284667	6.633
ILMN_1764945	10.09
ILMN_2390114	10.44
ILMN_2362122	10.35
ILMN_1701774	6.768
ILMN_1667086	10.86
ILMN_1676946	10.23
ILMN_2311761	10.07
ILMN_1731596	8.391
ILMN_1669377	8.8
ILMN_1754531	7.601
ILMN_1779512	7.392
ILMN_1760466	7.441
ILMN_1659463	10.33
ILMN_2344798	6.456
ILMN_2182656	6.513
ILMN_1668285	6.401
ILMN_1723626	6.486
ILMN_2270491	6.438
ILMN_2364928	6.842
ILMN_1686610	8.881
ILMN_1769918	6.527
ILMN_1796271	6.433
ILMN_1699646	6.572
ILMN_1801710	7.072
ILMN_1716790	6.837
ILMN_1740772	9.633
ILMN_2320513	9.155
ILMN_1662668	6.504
ILMN_1659950	6.458
ILMN_1656951	6.972
ILMN_1689431	6.825
ILMN_1708833	6.917
ILMN_1740052	6.65
ILMN_1718023	11.11
ILMN_2319344	11.42
ILMN_1661886	12.68
ILMN_1652505	9.952
ILMN_1658472	9.044
ILMN_2398388	7.652
ILMN_1767816	8.697
ILMN_1815051	10.9
ILMN_1793598	9.577
ILMN_2128293	9.375
ILMN_1788135	7.085
ILMN_1793360	9.233
ILMN_1689353	7.226
ILMN_2396198	6.487
ILMN_1763834	7.809
ILMN_2081465	7.438
ILMN_1710482	9.052
ILMN_1796737	8.429
ILMN_1690884	6.48
ILMN_1729533	10.97
ILMN_1688543	6.403
ILMN_1675706	6.187
ILMN_1754055	6.35
ILMN_1664024	6.42
ILMN_1697925	6.438
ILMN_1813881	6.363
ILMN_1719143	6.54
ILMN_1680192	6.268
ILMN_2219466	7.672
ILMN_1675684	6.487
ILMN_1661572	6.504
ILMN_2412172	6.611
ILMN_2296950	7.883
ILMN_1702706	6.302
ILMN_1710726	8.591
ILMN_1802106	6.369
ILMN_2232478	6.639
ILMN_1664828	6.526
ILMN_1815425	6.288
ILMN_1789007	7.804
ILMN_1802923	6.487
ILMN_1722070	6.414
ILMN_1765605	6.433
ILMN_1780170	12.08
ILMN_1740938	6.333
ILMN_1809311	8.327
ILMN_1761511	10.03
ILMN_1761793	6.779
ILMN_1688631	6.602
ILMN_2325338	6.919
ILMN_1706582	7.918
ILMN_2248822	6.374
ILMN_2325337	6.692
ILMN_2283195	6.457
ILMN_1756862	8.729
ILMN_2369144	6.872
ILMN_1704682	6.415
ILMN_1779070	6.53
ILMN_1676177	6.701
ILMN_1687201	6.65
ILMN_1723522	7.455
ILMN_1731941	6.952
ILMN_1721623	9.406
ILMN_1777483	7.596
ILMN_2404065	10.41
ILMN_1653283	7.598
ILMN_2404063	10.04
ILMN_1694875	7.028
ILMN_2149766	11.03
ILMN_1763730	10.35
ILMN_1765076	11.18
ILMN_1686011	6.321
ILMN_1722491	9.022
ILMN_1726410	8.122
ILMN_2317348	10.62
ILMN_2260058	6.365
ILMN_1726752	9.553
ILMN_1776857	6.518
ILMN_1681103	6.627
ILMN_2090004	6.345
ILMN_1762606	7.462
ILMN_1757036	6.777
ILMN_1732149	6.74
ILMN_1651574	6.485
ILMN_1676649	6.331
ILMN_1747683	6.189
ILMN_1807036	6.188
ILMN_1786381	7.443
ILMN_1666519	6.585
ILMN_1738494	6.333
ILMN_1765610	6.559
ILMN_2053902	6.236
ILMN_1751586	6.531
ILMN_1672057	6.437
ILMN_1713462	6.663
ILMN_1715068	6.269
ILMN_2177460	8.414
ILMN_1717154	9.891
ILMN_1767351	11.5
ILMN_1659572	7.777
ILMN_1792540	6.577
ILMN_1658883	10.26
ILMN_1711120	6.823
ILMN_1699703	11.17
ILMN_1721977	10.72
ILMN_1804421	6.292
ILMN_2330948	7.165
ILMN_1802203	10.86
ILMN_1661458	6.806
ILMN_1682938	8.879
ILMN_1723884	9.107
ILMN_1719518	12.75
ILMN_1752340	8.886
ILMN_1764297	6.866
ILMN_2406873	6.58
ILMN_1675709	8.156
ILMN_1769250	8.869
ILMN_2227800	6.557
ILMN_1731287	11.01
ILMN_2221408	11.06
ILMN_1728471	11.55
ILMN_1789990	8.032
ILMN_2403906	10.13
ILMN_2403911	6.88
ILMN_1768399	6.631
ILMN_1750690	6.87
ILMN_1703989	6.931
ILMN_1812281	6.52
ILMN_1800898	8.957
ILMN_1707529	6.472
ILMN_1716068	6.04
ILMN_2095571	6.249
ILMN_1814353	6.376
ILMN_1788468	12.64
ILMN_1732060	9.501
ILMN_1736112	8.148
ILMN_1673815	7.773
ILMN_1744830	7.397
ILMN_2395913	6.825
ILMN_2215881	7.105
ILMN_2101810	8.187
ILMN_1753500	8.877
ILMN_2208413	6.436
ILMN_1718610	10
ILMN_2398847	7.715
ILMN_1756693	6.539
ILMN_1791186	7.631
ILMN_1688953	8.101
ILMN_1782761	6.694
ILMN_1811592	11.53
ILMN_1676361	7.341
ILMN_1764571	6.529
ILMN_1672742	6.419
ILMN_1673224	6.385
ILMN_1775441	7.424
ILMN_2352633	7.856
ILMN_1765876	7.071
ILMN_1801833	9.746
ILMN_1658853	6.355
ILMN_1777998	6.503
ILMN_1661971	6.655
ILMN_1711490	6.473
ILMN_2103362	6.494
ILMN_1731178	8.411
ILMN_2290204	10.32
ILMN_1797753	8.248
ILMN_1796772	9.979
ILMN_1751474	8.216
ILMN_2408851	6.406
ILMN_1750805	8.267
ILMN_1751164	6.207
ILMN_1770824	7.548
ILMN_2322747	6.566
ILMN_2388746	7.198
ILMN_1673358	6.921
ILMN_1732641	6.415
ILMN_1806655	6.79
ILMN_2342851	6.711
ILMN_2412475	6.518
ILMN_2297096	6.173
ILMN_1663916	7.292
ILMN_2382657	6.534
ILMN_1734742	10.28
ILMN_1678143	12.87
ILMN_2049274	6.331
ILMN_1711278	7.022
ILMN_1772370	6.643
ILMN_2293131	6.495
ILMN_2405129	6.632
ILMN_2132809	9.723
ILMN_1727205	6.911
ILMN_1689770	6.601
ILMN_2389445	6.482
ILMN_1656546	6.243
ILMN_2347380	7.417
ILMN_1733861	7.105
ILMN_1810712	9.846
ILMN_1792571	6.482
ILMN_1669928	8.808
ILMN_1754562	7.578
ILMN_1664016	10.67
ILMN_1808999	7.693
ILMN_1703477	9.197
ILMN_1781010	11.19
ILMN_1666076	7.057
ILMN_2342282	6.958
ILMN_1708093	8.159
ILMN_1803423	8.022
ILMN_1796912	13.29
ILMN_2235679	6.804
ILMN_1675984	7.076
ILMN_1798587	6.962
ILMN_1779370	6.699
ILMN_1734496	6.616
ILMN_1797341	12.32
ILMN_2415357	6.125
ILMN_1660433	6.48
ILMN_1795247	9.114
ILMN_2182335	10.08
ILMN_1670130	7.853
ILMN_1696956	8.021
ILMN_1757626	6.39
ILMN_2338447	6.923
ILMN_1676626	7.409
ILMN_1810229	8.742
ILMN_1761334	7.203
ILMN_2269564	10.34
ILMN_2362982	8.2
ILMN_1689700	6.351
ILMN_2298567	6.418
ILMN_2415157	6.674
ILMN_1721626	12.25
ILMN_1694219	9.121
ILMN_1792825	11.35
ILMN_1813091	11.37
ILMN_1769168	6.272
ILMN_1808383	6.124
ILMN_1777550	6.402
ILMN_2403047	7.194
ILMN_1777301	6.692
ILMN_2232463	7.791
ILMN_1774161	7.319
ILMN_2202967	7.824
ILMN_2188119	11.93
ILMN_1679917	8.603
ILMN_1698680	7.762
ILMN_1787879	12.55
ILMN_1755391	10.56
ILMN_1780444	8.441
ILMN_1704842	6.961
ILMN_2369953	6.763
ILMN_1775405	8.186
ILMN_1753663	6.755
ILMN_1743241	9.32
ILMN_1768391	6.959
ILMN_1719010	6.594
ILMN_1771738	7.734
ILMN_2332558	10.98
ILMN_1688526	12.45
ILMN_2120022	9.264
ILMN_1680465	7.786
ILMN_1679295	6.555
ILMN_2307266	7.857
ILMN_1703325	6.433
ILMN_1771822	7.274
ILMN_1750488	6.557
ILMN_1708416	13.81
ILMN_2113362	9.572
ILMN_1716384	8.267
ILMN_1791149	7.697
ILMN_1779835	6.814
ILMN_2393144	7.69
ILMN_1769810	13
ILMN_1797964	9.626
ILMN_2117902	6.193
ILMN_1659148	6.519
ILMN_1752837	11.48
ILMN_1777691	6.51
ILMN_1722066	11.43
ILMN_1689296	7.147
ILMN_2052598	10.62
ILMN_2213008	6.554
ILMN_1779256	6.582
ILMN_1776395	6.555
ILMN_1697088	6.871
ILMN_1697118	7.773
ILMN_1797298	7.447
ILMN_1797453	6.868
ILMN_1781151	8.215
ILMN_1656557	6.72
ILMN_2385318	7.036
ILMN_1755732	6.819
ILMN_2180677	6.579
ILMN_1788192	6.535
ILMN_1785170	7.742
ILMN_2334760	7.212
ILMN_1651741	6.696
ILMN_1664675	6.435
ILMN_2334765	6.831
ILMN_1743345	6.331
ILMN_1741156	8.558
ILMN_2414533	7.352
ILMN_1768226	6.594
ILMN_1716026	7.216
ILMN_2183510	11.32
ILMN_1687291	6.748
ILMN_2347314	7.654
ILMN_1762582	6.642
ILMN_1718046	8.618
ILMN_1731476	6.731
ILMN_2405305	7.495
ILMN_1798064	6.523
ILMN_1759915	11.77
ILMN_2085760	6.787
ILMN_2255021	6.532
ILMN_1792489	12.4
ILMN_1810200	6.467
ILMN_1655561	11.83
ILMN_1803183	6.381
ILMN_2393763	8.011
ILMN_1707336	8.485
ILMN_1768394	12.65
ILMN_2043816	10.07
ILMN_1782810	7.137
ILMN_1776442	6.449
ILMN_1772798	8.942
ILMN_2059505	11.49
ILMN_2289825	6.314
ILMN_1672161	6.377
ILMN_2251505	6.125
ILMN_2374728	6.189
ILMN_1671402	6.245
ILMN_1660126	6.487
ILMN_2325168	7.973
ILMN_1730620	7.773
ILMN_1675866	6.704
ILMN_2395711	6.581
ILMN_1661492	6.627
ILMN_1710229	6.675
ILMN_1715181	6.169
ILMN_1655612	8.216
ILMN_2198515	7.805
ILMN_2198516	6.732
ILMN_2184064	6.275
ILMN_1660544	6.98
ILMN_2153787	6.461
ILMN_2358202	12.79
ILMN_1733295	6.532
ILMN_2047240	6.7
ILMN_1656477	6.676
ILMN_1668727	6.394
ILMN_2242937	7.234
ILMN_1722045	6.236
ILMN_1712587	6.636
ILMN_1684956	7.558
ILMN_1661624	6.594
ILMN_1684873	10.45
ILMN_1727462	6.533
ILMN_1664001	6.112
ILMN_1720604	6.632
ILMN_1757896	6.79
ILMN_1727156	6.332
ILMN_1679318	7.309
ILMN_1657050	8.324
ILMN_1807913	6.993
ILMN_1693218	6.604
ILMN_1805773	7.457
ILMN_1733583	6.091
ILMN_2338733	6.466
ILMN_1762952	6.309
ILMN_1727040	6.414
ILMN_1773295	6.422
ILMN_1803691	6.91
ILMN_1800935	9.603
ILMN_1677226	6.527
ILMN_1720205	6.58
ILMN_1724162	6.6
ILMN_1771732	8.151
ILMN_1684054	7.957
ILMN_1655509	6.633
ILMN_1780786	6.411
ILMN_1800237	6.561
ILMN_1776129	6.406
ILMN_2118773	6.642
ILMN_1658602	6.549
ILMN_1773243	6.369
ILMN_1761000	6.735
ILMN_1668605	10.24
ILMN_2391512	9.837
ILMN_2285568	8.303
ILMN_1656248	6.647
ILMN_1683096	9.019
ILMN_1781148	7.042
ILMN_1722024	6.551
ILMN_1651643	6.513
ILMN_2272251	6.799
ILMN_1656364	6.229
ILMN_1654385	9.195
ILMN_1753737	6.408
ILMN_1740528	6.243
ILMN_1810881	6.733
ILMN_2210101	6.419
ILMN_1670829	6.526
ILMN_1795811	6.67
ILMN_2358784	9.458
ILMN_2358783	8.984
ILMN_1699606	7.547
ILMN_1813668	6.61
ILMN_1702618	6.298
ILMN_1676066	6.289
ILMN_1711269	6.023
ILMN_2126055	6.412
ILMN_1655532	6.175
ILMN_1806705	8.15
ILMN_2397776	7.411
ILMN_1744050	7.074
ILMN_1753040	6.6
ILMN_1680419	8.564
ILMN_2173740	9.961
ILMN_1783675	8.344
ILMN_2373728	11.81
ILMN_1786041	14.16
ILMN_1685097	10.82
ILMN_1679919	11.02
ILMN_1797656	7.248
ILMN_1745772	10.18
ILMN_2294751	10.1
ILMN_1772177	6.366
ILMN_1705928	8.859
ILMN_1701653	8.503
ILMN_1723412	7.409
ILMN_1695353	6.572
ILMN_1813075	6.306
ILMN_1714737	9.193
ILMN_1695414	7.77
ILMN_1769013	7.593
ILMN_1700340	6.352
ILMN_2342638	6.318
ILMN_1694966	6.638
ILMN_1782032	6.763
ILMN_1666933	10.4
ILMN_1791647	6.339
ILMN_1685142	6.334
ILMN_1685037	6.638
ILMN_2379393	7.668
ILMN_1690595	6.368
ILMN_1804384	6.534
ILMN_1732615	7.348
ILMN_1689786	7.758
ILMN_1657571	6.653
ILMN_1796417	12.1
ILMN_2398107	9.474
ILMN_2221673	10.64
ILMN_1692824	6.346
ILMN_2352934	8.23
ILMN_1693771	8.935
ILMN_1739719	6.923
ILMN_1662390	6.936
ILMN_1708950	6.654
ILMN_1662490	6.537
ILMN_2167426	7.08
ILMN_1815184	12.17
ILMN_2168166	6.325
ILMN_1762284	6.707
ILMN_1688180	6.542
ILMN_1661860	6.62
ILMN_1660749	11.36
ILMN_1810199	8.403
ILMN_1708778	7.838
ILMN_2395451	7.816
ILMN_1688234	6.409
ILMN_1803813	7.84
ILMN_1728055	6.582
ILMN_1684959	6.479
ILMN_1702189	6.585
ILMN_1744118	7.579
ILMN_1797283	6.556
ILMN_2381559	6.79
ILMN_1726025	9.463
ILMN_1698968	9.46
ILMN_1736957	6.141
ILMN_2048957	9.095
ILMN_1782246	7.95
ILMN_1654497	9.967
ILMN_2169983	9.352
ILMN_2048700	10.55
ILMN_1738530	9.052
ILMN_2131936	6.435
ILMN_2231569	6.763
ILMN_1748970	9.872
ILMN_1806956	6.442
ILMN_1656576	6.582
ILMN_1791400	6.529
ILMN_1812479	6.925
ILMN_2381769	6.964
ILMN_1756867	6.735
ILMN_1801923	9.16
ILMN_1748271	7.223
ILMN_2374865	10.1
ILMN_1661109	6.377
ILMN_1791346	6.494
ILMN_1672128	14.71
ILMN_1783394	6.473
ILMN_2358457	9.697
ILMN_1669113	11.17
ILMN_1703471	10.28
ILMN_1706967	6.479
ILMN_1716435	6.659
ILMN_1804445	6.468
ILMN_1748968	10.01
ILMN_2206098	7.413
ILMN_2188204	11.15
ILMN_1673898	7.657
ILMN_1725707	8.86
ILMN_2365881	8.315
ILMN_1664644	6.99
ILMN_1756006	9.562
ILMN_1735006	8.92
ILMN_1769566	10.04
ILMN_2163732	7.51
ILMN_2313782	7.924
ILMN_1768960	6.668
ILMN_1691173	6.346
ILMN_2411915	7.737
ILMN_2383727	6.585
ILMN_1700923	8.264
ILMN_2180315	6.508
ILMN_1801905	6.737
ILMN_1718265	8.927
ILMN_1790978	10.22
ILMN_2296290	6.436
ILMN_2410975	8.82
ILMN_1739008	9.025
ILMN_1734655	6.439
ILMN_1794707	6.685
ILMN_1673991	11.83
ILMN_1751086	12.79
ILMN_1713630	6.44
ILMN_2370825	10.8
ILMN_1779214	10.87
ILMN_1716231	6.173
ILMN_1772540	8.715
ILMN_2223720	10.02
ILMN_2373830	6.581
ILMN_1737833	7.909
ILMN_1711210	6.478
ILMN_1740671	6.239
ILMN_1752393	6.57
ILMN_2168228	6.997
ILMN_1654065	6.79
ILMN_1670609	10.33
ILMN_1813434	6.43
ILMN_1698804	7.038
ILMN_1656159	6.463
ILMN_1674217	6.423
ILMN_1768783	6.289
ILMN_1658884	8.089
ILMN_2124155	11.71
ILMN_1661428	7.268
ILMN_1804137	8.419
ILMN_2389810	10.31
ILMN_1687765	6.517
ILMN_2134224	8.516
ILMN_1704164	7.679
ILMN_1768895	6.595
ILMN_1663684	6.824
ILMN_1651303	6.514
ILMN_1775285	6.385
ILMN_1731783	8.449
ILMN_2415189	10.46
ILMN_1775566	7.582
ILMN_1777411	6.463
ILMN_1689098	6.664
ILMN_1696132	6.638
ILMN_1705208	6.726
ILMN_1658071	9.46
ILMN_2407824	10.43
ILMN_1730291	9.277
ILMN_1747271	8.043
ILMN_1783304	12.91
ILMN_1655783	6.155
ILMN_1654322	8.794
ILMN_1741115	6.554
ILMN_1759628	12.76
ILMN_1653211	6.567
ILMN_1770052	6.666
ILMN_1788281	6.519
ILMN_1709541	6.197
ILMN_1674460	6.469
ILMN_1655884	9.648
ILMN_1687375	11.45
ILMN_1815666	11.14
ILMN_1697827	6.789
ILMN_2310909	6.222
ILMN_2401933	10.12
ILMN_1750599	6.459
ILMN_1813399	7.238
ILMN_1802223	6.487
ILMN_1734788	6.426
ILMN_2381938	6.399
ILMN_1693481	6.304
ILMN_1660741	6.688
ILMN_2415073	6.422
ILMN_1664772	6.506
ILMN_1680579	7.426
ILMN_2367753	7.022
ILMN_1696568	13.04
ILMN_1758784	9.898
ILMN_2340565	11.07
ILMN_1785413	7.611
ILMN_2209417	6.674
ILMN_1702257	6.246
ILMN_1796405	6.807
ILMN_1703787	6.638
ILMN_1771680	6.548
ILMN_2341363	14.28
ILMN_1764494	14.3
ILMN_1772132	15.15
ILMN_1701269	12.22
ILMN_1679178	9.344
ILMN_1653599	11.5
ILMN_1756674	13.48
ILMN_2225887	12.7
ILMN_1672191	10.67
ILMN_1721989	13.12
ILMN_1712430	7.736
ILMN_1676393	11.2
ILMN_1807798	6.17
ILMN_1669102	7.74
ILMN_1660577	11.79
ILMN_1770466	8.404
ILMN_1794912	12.27
ILMN_1666372	11.92
ILMN_1726603	13.69
ILMN_1703415	6.478
ILMN_1772506	8.924
ILMN_1652806	8.963
ILMN_1772929	12.22
ILMN_2348093	12.32
ILMN_2307883	11.89
ILMN_2310621	12.39
ILMN_2079285	10.92
ILMN_1812638	12.52
ILMN_1791332	12.4
ILMN_1700625	9.836
ILMN_1679188	9.58
ILMN_2299843	7.961
ILMN_1809027	10.08
ILMN_1697694	13.31
ILMN_1677440	13.22
ILMN_1752579	10.96
ILMN_1700380	9.684
ILMN_1812896	6.429
ILMN_1721788	6.652
ILMN_1678186	6.633
ILMN_2394287	6.307
ILMN_1721391	11.49
ILMN_2353642	7.556
ILMN_1653056	6.289
ILMN_1773849	7.546
ILMN_1789005	12.7
ILMN_1795826	8.586
ILMN_1799889	6.376
ILMN_1715635	9.599
ILMN_2071937	12.82
ILMN_1785095	13.27
ILMN_1711516	13.52
ILMN_1812073	7.836
ILMN_1787705	11.74
ILMN_1659801	9.122
ILMN_1663257	6.705
ILMN_1660729	7.995
ILMN_2389995	6.769
ILMN_1797310	11.64
ILMN_2339779	12.33
ILMN_1798485	11.9
ILMN_1810235	8.61
ILMN_2099783	12.5
ILMN_1784523	14.36
ILMN_1654541	6.912
ILMN_1674778	6.389
ILMN_2371001	6.366
ILMN_1726273	6.53
ILMN_1689473	6.354
ILMN_2403730	11.31
ILMN_1808115	8.198
ILMN_1696223	6.612
ILMN_1722056	8.772
ILMN_1778358	7.363
ILMN_1693896	6.831
ILMN_1710523	7.315
ILMN_1814688	6.658
ILMN_2301193	6.922
ILMN_1782057	7.852
ILMN_1653372	6.653
ILMN_1783956	8.251
ILMN_1799232	6.66
ILMN_1706406	6.752
ILMN_2089073	13.18
ILMN_1658684	7.236
ILMN_1790603	11.26
ILMN_2395055	11.32
ILMN_1727390	7.312
ILMN_1721741	10.29
ILMN_2205245	9.849
ILMN_1704943	7.25
ILMN_1682375	7.62
ILMN_2140207	8.494
ILMN_1782085	6.96
ILMN_1727332	10.14
ILMN_1685978	8.496
ILMN_2277201	6.274
ILMN_1660342	6.311
ILMN_1810385	6.226
ILMN_2376771	6.364
ILMN_2370464	9.466
ILMN_1653896	9.484
ILMN_2355586	6.953
ILMN_1761850	6.952
ILMN_2297205	6.851
ILMN_1772124	9.037
ILMN_1678541	6.783
ILMN_1786966	6.394
ILMN_1666885	6.687
ILMN_2334256	6.173
ILMN_1726576	6.25
ILMN_1800951	7.247
ILMN_2153332	9.65
ILMN_1705900	7.586
ILMN_2169676	7.76
ILMN_1743829	12.5
ILMN_1742956	6.578
ILMN_1705034	6.431
ILMN_2271627	6.605
ILMN_2354334	6.779
ILMN_1680380	6.554
ILMN_2393497	9.254
ILMN_1725696	6.57
ILMN_1753450	6.33
ILMN_1688602	6.501
ILMN_1777260	6.624
ILMN_1664177	8.382
ILMN_1862018	8.28
ILMN_2111556	6.255
ILMN_2231911	9.397
ILMN_1756852	6.523
ILMN_1651378	9.192
ILMN_1680955	11.3
ILMN_2357438	11.07
ILMN_1768396	13.11
ILMN_2053650	7.113
ILMN_1684217	9.139
ILMN_1721333	6.46
ILMN_1675376	6.336
ILMN_2350296	6.686
ILMN_1749081	11.07
ILMN_1710216	8.462
ILMN_1674265	7.405
ILMN_2230117	6.536
ILMN_1811443	7.351
ILMN_1671731	9.048
ILMN_1712159	6.311
ILMN_1680521	6.327
ILMN_1698324	6.253
ILMN_1766185	10.07
ILMN_1692967	6.417
ILMN_1724480	7.56
ILMN_1701877	6.393
ILMN_2364521	6.284
ILMN_1703123	9.695
ILMN_1754400	9.22
ILMN_1797154	6.684
ILMN_1746206	9.141
ILMN_1742262	6.331
ILMN_1733680	10.25
ILMN_1656682	12.62
ILMN_1704550	7.144
ILMN_2327994	9.004
ILMN_1730867	5.9
ILMN_2148459	12.6
ILMN_1725427	11.45
ILMN_1787595	8.647
ILMN_2325347	11.02
ILMN_1726840	7.376
ILMN_1780188	7.212
ILMN_1659202	6.665
ILMN_1709907	6.654
ILMN_1657096	6.123
ILMN_1815287	6.735
ILMN_1690682	6.697
ILMN_2378654	6.536
ILMN_1800713	6.879
ILMN_1698756	6.072
ILMN_1739749	9.547
ILMN_1764813	7.038
ILMN_1794072	6.845
ILMN_2371440	7.364
ILMN_1761093	7.039
ILMN_1774208	6.294
ILMN_2210581	6.49
ILMN_1711102	7.518
ILMN_1800082	6.854
ILMN_1771260	6.803
ILMN_1702609	8.104
ILMN_1715384	8.601
ILMN_1680081	6.568
ILMN_1721523	6.429
ILMN_1741389	6.743
ILMN_1702817	6.435
ILMN_1805725	6.843
ILMN_1707200	6.665
ILMN_1753271	6.151
ILMN_1796663	7.018
ILMN_1766221	8.784
ILMN_1680732	6.706
ILMN_1806508	6.964
ILMN_1753755	7.181
ILMN_1692267	10.77
ILMN_1661500	8.965
ILMN_2380688	7.278
ILMN_1685824	12.16
ILMN_1732555	7.729
ILMN_1663541	9.601
ILMN_1806999	8.315
ILMN_1778161	10.35
ILMN_1676257	6.291
ILMN_1687751	7.29
ILMN_1707717	6.5
ILMN_1771308	6.115
ILMN_2320349	7.511
ILMN_1797804	6.658
ILMN_2326712	9.218
ILMN_1669323	9.019
ILMN_1807181	6.73
ILMN_1681583	6.366
ILMN_1751149	6.434
ILMN_1670695	6.692
ILMN_1659943	6.585
ILMN_2058468	6.967
ILMN_1685398	7.021
ILMN_1738652	9.716
ILMN_1720360	6.398
ILMN_1733970	7.256
ILMN_1659766	9.601
ILMN_2221014	7.921
ILMN_1727996	8.063
ILMN_2361695	11.52
ILMN_2268855	6.611
ILMN_1751396	6.335
ILMN_1728514	8.98
ILMN_1768994	6.512
ILMN_2168766	6.558
ILMN_2069267	6.633
ILMN_1697549	6.42
ILMN_2138135	6.324
ILMN_2206141	7.154
ILMN_1739256	6.484
ILMN_1729529	6.943
ILMN_1779510	6.592
ILMN_1797130	6.601
ILMN_1763869	6.236
ILMN_1773109	6.418
ILMN_1671076	6.38
ILMN_1705922	8.366
ILMN_1652865	6.718
ILMN_2258749	6.797
ILMN_1699727	7.08
ILMN_2247226	6.469
ILMN_1703593	10.99
ILMN_1771652	11.6
ILMN_1810550	6.246
ILMN_1805990	6.954
ILMN_1691410	10.76
ILMN_2179837	11.88
ILMN_1749243	7.964
ILMN_1805823	6.339
ILMN_1661646	9.108
ILMN_1663631	11.19
