Reporter Identifier	VALUE
ILMN_1676846	10.43
ILMN_2392635	9.171
ILMN_1763875	11.05
ILMN_2284941	6.568
ILMN_1781999	8.603
ILMN_1669201	7.888
ILMN_1810085	6.816
ILMN_1658176	8.014
ILMN_2262362	6.742
ILMN_1743638	6.311
ILMN_2329927	7.106
ILMN_1794782	8.266
ILMN_1695968	6.516
ILMN_1789641	6.34
ILMN_1779470	6.709
ILMN_1716592	7.052
ILMN_1680309	6.367
ILMN_1743371	7.73
ILMN_1770031	9.729
ILMN_2338268	7.49
ILMN_1753912	6.312
ILMN_1737475	7.726
ILMN_1745116	11.05
ILMN_2318685	9.608
ILMN_2245305	8.55
ILMN_1707925	6.245
ILMN_1698311	6.73
ILMN_2367487	6.403
ILMN_1785285	6.814
ILMN_2073969	7.102
ILMN_1794213	8.852
ILMN_2227533	7.253
ILMN_2403446	7.924
ILMN_1787618	6.452
ILMN_1723662	7.584
ILMN_1801767	8.318
ILMN_1700633	7.155
ILMN_1655702	8.521
ILMN_1706344	6.99
ILMN_1719498	7.699
ILMN_1712707	8.474
ILMN_1699750	7.008
ILMN_1739081	6.487
ILMN_2329958	9.482
ILMN_1775944	7.24
ILMN_1724497	9.085
ILMN_1720988	6.945
ILMN_1707274	6.305
ILMN_1755658	6.279
ILMN_1673639	6.448
ILMN_1713732	10.74
ILMN_1708922	6.771
ILMN_2268241	6.576
ILMN_1741628	7.172
ILMN_1657870	6.411
ILMN_2240003	6.236
ILMN_1785424	10.96
ILMN_1731610	6.852
ILMN_1696682	6.57
ILMN_2396672	8.018
ILMN_1758825	6.847
ILMN_1656940	8.059
ILMN_1656979	6.254
ILMN_1731433	8.104
ILMN_1672878	10.65
ILMN_1655114	6.523
ILMN_1657045	6.375
ILMN_1766991	6.452
ILMN_1658083	7.532
ILMN_1802096	10.13
ILMN_2367165	7.646
ILMN_1753370	7.993
ILMN_1738921	8.569
ILMN_1660199	10.78
ILMN_2331636	13.26
ILMN_1772123	12.81
ILMN_1667641	6.423
ILMN_1763852	8.17
ILMN_1687303	8.51
ILMN_1761058	9.839
ILMN_2225595	8.639
ILMN_1724699	8.271
ILMN_1775579	9.857
ILMN_1660890	7.454
ILMN_1778104	11.14
ILMN_2053679	13.1
ILMN_1795104	6.538
ILMN_1740920	7.423
ILMN_2263466	6.337
ILMN_1806408	10.69
ILMN_2352009	8.301
ILMN_1693148	6.23
ILMN_1800008	13.7
ILMN_2133799	6.866
ILMN_1708672	10.39
ILMN_1665945	11.3
ILMN_1676288	6.587
ILMN_1693250	7.425
ILMN_2295980	6.772
ILMN_2410362	6.492
ILMN_1684271	8.792
ILMN_1726388	8.794
ILMN_2106002	6.463
ILMN_1779685	6.533
ILMN_1665932	6.326
ILMN_1769694	8.122
ILMN_1727251	6.375
ILMN_1734479	7.023
ILMN_2368728	6.769
ILMN_2394902	6.528
ILMN_2394897	6.403
ILMN_2287535	6.255
ILMN_1750295	6.321
ILMN_1716480	8.912
ILMN_1715192	6.598
ILMN_2339410	6.462
ILMN_1779984	6.379
ILMN_1667018	6.479
ILMN_2333219	6.101
ILMN_1780485	6.494
ILMN_1735471	6.49
ILMN_1699636	8.375
ILMN_2371379	11.43
ILMN_1749014	9.974
ILMN_1727091	7.464
ILMN_1771348	8.495
ILMN_2134039	11.35
ILMN_1750800	11.01
ILMN_1654861	8.165
ILMN_2121389	6.375
ILMN_1715543	7.419
ILMN_1739594	8.178
ILMN_2353978	6.575
ILMN_1785474	6.501
ILMN_2188959	6.932
ILMN_1716237	7.406
ILMN_1764321	8.898
ILMN_2156699	6.573
ILMN_1788078	6.451
ILMN_1784756	6.38
ILMN_1728883	6.712
ILMN_1740265	10.95
ILMN_2252621	6.472
ILMN_2332250	8.921
ILMN_1719178	6.558
ILMN_1679600	7.943
ILMN_2367070	8.006
ILMN_1658995	8.123
ILMN_1750158	8.349
ILMN_1668839	6.535
ILMN_1765767	6.294
ILMN_1685703	9.033
ILMN_1743396	8.858
ILMN_1743680	6.861
ILMN_1669633	10.01
ILMN_2344956	10.13
ILMN_2104830	8.866
ILMN_2078599	6.241
ILMN_2234343	9.176
ILMN_1706598	8.395
ILMN_2306955	8.421
ILMN_1758323	15.44
ILMN_1728331	7.603
ILMN_2351906	6.49
ILMN_1705637	6.722
ILMN_1784203	6.589
ILMN_1666690	7.865
ILMN_1654468	9.03
ILMN_2320277	8.509
ILMN_2227011	6.541
ILMN_1730002	6.325
ILMN_1716832	6.498
ILMN_1684585	11.07
ILMN_2360705	12.01
ILMN_1654414	6.899
ILMN_1666096	9.116
ILMN_2391458	6.403
ILMN_2285506	8.795
ILMN_1691714	6.313
ILMN_1683598	9.026
ILMN_2370882	10.37
ILMN_2273911	6.39
ILMN_1807914	6.199
ILMN_1678517	6.214
ILMN_1705247	13.46
ILMN_1737418	6.465
ILMN_2278242	6.332
ILMN_1730025	6.344
ILMN_2378555	6.518
ILMN_1661434	6.327
ILMN_1809623	6.345
ILMN_1657592	6.369
ILMN_1765912	6.291
ILMN_1746128	6.68
ILMN_1685952	8.448
ILMN_1662738	8.886
ILMN_1771084	10.15
ILMN_1791923	6.429
ILMN_1801698	6.331
ILMN_1766966	6.388
ILMN_2070792	6.672
ILMN_1752269	9.716
ILMN_1697510	6.466
ILMN_2254962	6.502
ILMN_2336595	11.24
ILMN_1714197	11.41
ILMN_1742859	6.098
ILMN_1659885	6.449
ILMN_2125869	6.999
ILMN_1671703	11.38
ILMN_2152131	11.89
ILMN_1777296	12.38
ILMN_2038777	11.14
ILMN_1658660	6.453
ILMN_1829919	6.556
ILMN_2053178	15.55
ILMN_1704961	12.01
ILMN_1795325	6.445
ILMN_1749297	11.57
ILMN_2328280	10.56
ILMN_1657855	7.447
ILMN_1717900	6.414
ILMN_1796088	6.555
ILMN_1704078	6.492
ILMN_2232177	11.14
ILMN_1654422	7.851
ILMN_1665691	6.35
ILMN_1725534	9.96
ILMN_1798254	10.57
ILMN_1792314	11.08
ILMN_1695821	9.405
ILMN_2388605	11.86
ILMN_1657153	11.61
ILMN_2260392	7.376
ILMN_2346451	6.794
ILMN_1787513	6.575
ILMN_1680941	6.385
ILMN_1652594	9.253
ILMN_1697585	12.14
ILMN_1689162	8.032
ILMN_1815392	7.24
ILMN_1760490	9.554
ILMN_1786544	6.502
ILMN_1763916	6.589
ILMN_2243308	11.58
ILMN_1766723	6.537
ILMN_1689217	6.29
ILMN_1670912	6.944
ILMN_2152711	8.812
ILMN_1668983	6.926
ILMN_1824337	6.158
ILMN_1807493	6.423
ILMN_1683883	9.389
ILMN_1670193	6.902
ILMN_2319825	7.126
ILMN_1694233	9.455
ILMN_1686432	6.63
ILMN_1697550	6.597
ILMN_2158705	8.981
ILMN_1803686	8.007
ILMN_1745580	6.343
ILMN_1745108	6.429
ILMN_1725043	7.016
ILMN_2148360	7.147
ILMN_1718946	8.373
ILMN_1711374	6.605
ILMN_1726266	6.437
ILMN_1705689	6.375
ILMN_1785393	6.448
ILMN_2384544	7.26
ILMN_1756920	11.92
ILMN_1799728	7.006
ILMN_1751500	6.606
ILMN_2121068	7.749
ILMN_1765779	6.758
ILMN_2201386	6.402
ILMN_1682225	6.594
ILMN_1788481	6.469
ILMN_1713751	6.631
ILMN_1662675	6.471
ILMN_1737629	6.423
ILMN_1812112	6.744
ILMN_1675210	6.721
ILMN_1706302	6.261
ILMN_2351754	6.565
ILMN_2060086	6.541
ILMN_1664236	6.365
ILMN_1664631	6.317
ILMN_1802100	6.259
ILMN_2194158	6.379
ILMN_2100871	6.449
ILMN_1703383	6.533
ILMN_1806841	6.668
ILMN_1798045	6.599
ILMN_2293012	6.271
ILMN_1651657	6.825
ILMN_1671297	6.701
ILMN_1669486	6.293
ILMN_1795204	6.449
ILMN_2223911	6.238
ILMN_1685531	6.398
ILMN_1764554	6.362
ILMN_2302214	6.463
ILMN_1783312	6.349
ILMN_2143210	6.313
ILMN_1750294	7.332
ILMN_1708348	6.671
ILMN_1727524	8.64
ILMN_1716909	6.262
ILMN_2103107	6.22
ILMN_1673566	10.15
ILMN_1751168	6.671
ILMN_1660970	6.303
ILMN_1787386	6.446
ILMN_2286570	6.409
ILMN_2413732	6.975
ILMN_1873412	6.595
ILMN_1676452	6.358
ILMN_2358134	6.396
ILMN_1683781	6.377
ILMN_1726247	6.515
ILMN_1682989	6.406
ILMN_1739872	6.407
ILMN_1770152	6.493
ILMN_1656171	6.673
ILMN_1796628	6.332
ILMN_1811765	6.184
ILMN_1791795	6.55
ILMN_1787908	6.463
ILMN_1651717	6.131
ILMN_1703803	8.316
ILMN_2092933	6.433
ILMN_1681886	6.671
ILMN_1767362	6.219
ILMN_2211790	6.166
ILMN_1672403	6.427
ILMN_1805543	6.415
ILMN_1706992	6.411
ILMN_1684919	6.329
ILMN_1727084	6.482
ILMN_1705250	6.96
ILMN_1722621	6.149
ILMN_1721495	7.253
ILMN_1798690	8.371
ILMN_1687035	6.476
ILMN_1777683	6.328
ILMN_1762294	6.462
ILMN_1793040	6.692
ILMN_1776777	13.29
ILMN_1706963	6.546
ILMN_2320964	10.45
ILMN_1697628	6.674
ILMN_2319326	8.534
ILMN_1657442	6.975
ILMN_1679797	11.75
ILMN_1749493	6.435
ILMN_1657139	8.489
ILMN_1806275	7.025
ILMN_1659599	6.99
ILMN_1698777	7.635
ILMN_1663132	10.96
ILMN_1700349	7.339
ILMN_1761309	6.658
ILMN_2120555	9.662
ILMN_1742073	7.491
ILMN_1810691	7.002
ILMN_1676893	11.13
ILMN_2148944	6.245
ILMN_1708588	6.054
ILMN_2311674	7.757
ILMN_1685156	9.115
ILMN_1655935	7.116
ILMN_1754440	6.775
ILMN_1654287	7.071
ILMN_1763344	6.964
ILMN_1711736	6.323
ILMN_2356786	6.995
ILMN_1759252	12.61
ILMN_1678791	6.312
ILMN_2336146	6.344
ILMN_2286339	6.681
ILMN_1694133	6.68
ILMN_1678501	6.242
ILMN_1787378	11.35
ILMN_1814526	12.8
ILMN_2311278	10.68
ILMN_2138765	9.636
ILMN_1801077	7.669
ILMN_1764309	8.925
ILMN_1811598	6.684
ILMN_1740717	7.492
ILMN_2136010	6.504
ILMN_1797912	6.402
ILMN_1738604	7.346
ILMN_1691175	6.428
ILMN_2223359	6.36
ILMN_1702858	7.069
ILMN_2363634	6.582
ILMN_1813975	9.544
ILMN_1743331	6.363
ILMN_1775045	6.515
ILMN_2096322	9.727
ILMN_1688322	9.788
ILMN_2224833	10.93
ILMN_2358626	10.12
ILMN_1768062	7.077
ILMN_2358628	6.7
ILMN_1801020	7.818
ILMN_1708934	12.03
ILMN_1702933	8.872
ILMN_1657993	11.56
ILMN_1666019	7.25
ILMN_2080751	11.01
ILMN_1690352	10.59
ILMN_2275396	6.383
ILMN_2373444	6.536
ILMN_1747227	7.025
ILMN_1807372	6.79
ILMN_1703946	8.406
ILMN_1733259	6.071
ILMN_1730710	8.352
ILMN_1793959	9.518
ILMN_1794512	6.586
ILMN_1795788	6.183
ILMN_1760335	7.423
ILMN_1788530	6.511
ILMN_1811480	9.399
ILMN_1813598	6.372
ILMN_1653821	6.545
ILMN_1780551	6.575
ILMN_1669227	6.755
ILMN_1709167	6.519
ILMN_1679754	6.549
ILMN_1716421	6.719
ILMN_1659371	7.287
ILMN_1677868	6.869
ILMN_1707445	6.322
ILMN_1733963	6.642
ILMN_1804255	6.835
ILMN_1695590	8.635
ILMN_1694007	6.639
ILMN_1673330	6.291
ILMN_1668900	6.535
ILMN_2389013	8.389
ILMN_1760143	10.96
ILMN_1790757	12.03
ILMN_2092664	11.84
ILMN_1778796	9.01
ILMN_1749804	6.305
ILMN_1720235	7.492
ILMN_2240009	6.983
ILMN_1736178	6.606
ILMN_1803376	9.295
ILMN_1712944	9.545
ILMN_2333107	7.719
ILMN_1707958	6.545
ILMN_1660424	6.075
ILMN_1701998	8.532
ILMN_1651235	6.375
ILMN_1694140	6.788
ILMN_1730995	7.06
ILMN_2404917	6.848
ILMN_1702696	7.1
ILMN_2084562	6.706
ILMN_1769563	6.338
ILMN_1673119	7.07
ILMN_2129015	9.981
ILMN_1725889	6.732
ILMN_1775235	7.973
ILMN_1677951	6.467
ILMN_1708502	8.839
ILMN_1705447	7.418
ILMN_1699172	6.361
ILMN_2409898	6.079
ILMN_2295698	6.647
ILMN_2066124	11.2
ILMN_1777797	6.386
ILMN_2095653	7.136
ILMN_1707551	7.61
ILMN_1782204	9.24
ILMN_2402766	9.226
ILMN_1767722	8.465
ILMN_2342841	9.796
ILMN_1802631	7.545
ILMN_2100055	6.246
ILMN_1887648	6.412
ILMN_1688627	6.366
ILMN_1672767	6.304
ILMN_2196642	6.359
ILMN_2308689	8.524
ILMN_2290776	7.281
ILMN_1777182	6.582
ILMN_1729777	6.596
ILMN_1690829	6.306
ILMN_2257015	6.254
ILMN_2064917	10.68
ILMN_1776153	8.124
ILMN_1772645	10.96
ILMN_1775082	6.313
ILMN_1680343	6.315
ILMN_2277492	6.316
ILMN_2371825	11.41
ILMN_1717468	6.378
ILMN_2274377	6.571
ILMN_1750235	6.664
ILMN_1664006	9.102
ILMN_1707169	8.773
ILMN_1779109	6.655
ILMN_1697790	6.303
ILMN_1679520	7.466
ILMN_1732176	7.393
ILMN_1681081	6.81
ILMN_2377430	8.154
ILMN_1661373	6.454
ILMN_2288175	6.532
ILMN_1654010	6.837
ILMN_1732672	6.366
ILMN_1730504	7.649
ILMN_1662049	8.592
ILMN_1740752	7.402
ILMN_1674759	7.563
ILMN_1794875	6.929
ILMN_1698209	8.379
ILMN_1814151	9.039
ILMN_2050246	7.807
ILMN_1728787	8.89
ILMN_2234605	6.314
ILMN_1770454	8.496
ILMN_1770336	6.594
ILMN_1714253	6.392
ILMN_1813530	6.543
ILMN_2223922	7.535
ILMN_1718071	8.961
ILMN_1814327	7.585
ILMN_2341343	7.689
ILMN_1775634	6.889
ILMN_1802458	8.083
ILMN_2307656	7.868
ILMN_1700183	6.366
ILMN_1709796	6.345
ILMN_1783963	6.353
ILMN_2134801	6.255
ILMN_1757807	6.52
ILMN_1673529	7.288
ILMN_1686370	6.682
ILMN_1809139	10.88
ILMN_1747504	9.189
ILMN_1666679	6.481
ILMN_1657862	13.05
ILMN_1770412	11.91
ILMN_1712786	8.864
ILMN_1680111	6.955
ILMN_1791006	7.764
ILMN_1714567	11.58
ILMN_1792495	6.435
ILMN_1752159	6.694
ILMN_1812640	13.11
ILMN_2162799	6.61
ILMN_1782679	6.319
ILMN_1703617	10.21
ILMN_1798308	9.271
ILMN_1730625	7.055
ILMN_2164164	6.444
ILMN_1703538	6.3
ILMN_1792473	6.699
ILMN_1771827	6.473
ILMN_2313821	11.44
ILMN_1717357	7.985
ILMN_1668408	9.09
ILMN_1667183	6.264
ILMN_1712639	6.742
ILMN_1704173	7.02
ILMN_1797974	8.873
ILMN_1688625	8.488
ILMN_1776916	6.588
ILMN_2113340	6.452
ILMN_1669557	6.438
ILMN_2214232	6.543
ILMN_1681301	6.454
ILMN_2103841	11.13
ILMN_2368268	6.47
ILMN_2415292	6.424
ILMN_1670282	7.147
ILMN_2261519	14.05
ILMN_1791236	6.319
ILMN_1723521	6.536
ILMN_2242299	6.645
ILMN_2312764	6.788
ILMN_1779965	10.12
ILMN_1670542	11.29
ILMN_1655645	8.913
ILMN_1716053	12.06
ILMN_1778173	11.91
ILMN_2338038	10.73
ILMN_1686522	6.451
ILMN_1764090	10.24
ILMN_1798249	8.614
ILMN_1656593	7.181
ILMN_2283473	6.349
ILMN_2387712	8.623
ILMN_1684305	6.695
ILMN_1712530	9.028
ILMN_1662598	6.605
ILMN_1718808	7.182
ILMN_1783818	6.276
ILMN_2293758	10.46
ILMN_1735539	6.898
ILMN_2280189	6.667
ILMN_1693220	9.494
ILMN_1684836	6.905
ILMN_1715532	6.621
ILMN_1686846	6.697
ILMN_2308950	8.513
ILMN_1709101	7.772
ILMN_1752247	7.265
ILMN_2396956	10.56
ILMN_1679987	6.279
ILMN_1673542	6.185
ILMN_1802537	6.502
ILMN_1675507	6.484
ILMN_1691959	6.969
ILMN_1737754	6.416
ILMN_1808905	6.844
ILMN_2268556	6.467
ILMN_2253207	6.489
ILMN_1734794	6.562
ILMN_1690818	6.634
ILMN_1770758	6.393
ILMN_2293529	6.342
ILMN_1703049	7.535
ILMN_1733690	10.76
ILMN_2410406	7.425
ILMN_1741572	9.31
ILMN_1768962	7.625
ILMN_2400663	7.886
ILMN_2396691	7.085
ILMN_1770673	7.927
ILMN_1728047	11.6
ILMN_1774938	6.707
ILMN_2380771	12.6
ILMN_1701731	6.621
ILMN_1672148	6.676
ILMN_1662507	6.231
ILMN_1668617	6.582
ILMN_1719154	6.279
ILMN_1773417	6.375
ILMN_2412336	7.553
ILMN_1730191	6.334
ILMN_1713124	14.03
ILMN_1668880	6.856
ILMN_1687757	10.98
ILMN_1685803	6.493
ILMN_1694985	6.609
ILMN_1692661	6.521
ILMN_2157277	14.47
ILMN_1677043	11.3
ILMN_2145396	9.265
ILMN_1718483	6.443
ILMN_2388507	11.75
ILMN_2410909	11.12
ILMN_1748661	6.58
ILMN_1726906	6.446
ILMN_1743347	6.32
ILMN_1733598	6.196
ILMN_1757130	6.614
ILMN_2325612	6.744
ILMN_2325610	7.271
ILMN_2377240	11
ILMN_1665982	9.134
ILMN_2404657	6.629
ILMN_1747577	9.134
ILMN_1679898	6.089
ILMN_1700047	6.621
ILMN_2385647	7.717
ILMN_1728309	6.524
ILMN_1708323	6.314
ILMN_2367126	6.613
ILMN_2271875	6.462
ILMN_1782939	14.38
ILMN_1682763	13.15
ILMN_1670870	10.65
ILMN_2051381	6.825
ILMN_2302716	10.15
ILMN_2096372	12.23
ILMN_1709348	11.44
ILMN_1748538	6.504
ILMN_2383707	7.225
ILMN_1807439	9.15
ILMN_2139970	10.59
ILMN_2150894	8.408
ILMN_1675398	7.591
ILMN_1802167	6.347
ILMN_1736539	6.545
ILMN_2182980	6.373
ILMN_1793859	6.857
ILMN_1702503	6.789
ILMN_1667564	8.418
ILMN_1794825	12.18
ILMN_2401641	10.82
ILMN_1727965	6.245
ILMN_1728662	6.451
ILMN_2363880	7.924
ILMN_1761514	6.404
ILMN_1763666	9.943
ILMN_2244841	6.632
ILMN_1656368	9.023
ILMN_1696099	7.223
ILMN_2406557	7.735
ILMN_2372403	11.11
ILMN_2372398	9.611
ILMN_1785284	10.45
ILMN_2096985	9.864
ILMN_1687508	12.42
ILMN_1763461	11.1
ILMN_2365176	6.84
ILMN_1681938	6.217
ILMN_1699258	6.346
ILMN_1761804	14.18
ILMN_1681374	6.697
ILMN_1736700	8.495
ILMN_2251253	6.511
ILMN_1741148	9.902
ILMN_1747716	6.86
ILMN_1755974	10.77
ILMN_1718093	6.8
ILMN_1730304	7.411
ILMN_1666325	7.201
ILMN_1660856	7.656
ILMN_2120982	6.881
ILMN_1743995	6.679
ILMN_2147503	7.969
ILMN_1761456	9.042
ILMN_1743635	7.385
ILMN_2191822	7.282
ILMN_1737945	6.635
ILMN_1722688	6.789
ILMN_1711886	10.02
ILMN_1806845	6.341
ILMN_1664449	10.47
ILMN_1771411	9.575
ILMN_2365686	10.33
ILMN_2271014	6.403
ILMN_1685413	11.74
ILMN_1732809	9.485
ILMN_1753135	6.591
ILMN_2276750	6.688
ILMN_1758038	7.691
ILMN_2375973	7.976
ILMN_1690252	9.088
ILMN_2134062	9.696
ILMN_1805673	8.004
ILMN_1657283	13.02
ILMN_1808792	8.613
ILMN_1761764	7.229
ILMN_1779190	7.798
ILMN_1796946	6.411
ILMN_1784583	6.458
ILMN_1681046	6.715
ILMN_1709474	7.203
ILMN_1713731	6.206
ILMN_1692332	6.656
ILMN_2137544	6.377
ILMN_1735987	6.324
ILMN_1676042	7.505
ILMN_1783443	6.542
ILMN_1729320	6.522
ILMN_2403534	6.739
ILMN_2276904	6.293
ILMN_1751975	6.397
ILMN_2393149	6.596
ILMN_1680996	7.847
ILMN_1792150	6.319
ILMN_1651466	6.733
ILMN_1797875	6.512
ILMN_1678255	6.732
ILMN_1752669	6.754
ILMN_2078697	6.713
ILMN_1811238	6.387
ILMN_1734630	6.306
ILMN_1701603	8.231
ILMN_1693789	12.96
ILMN_1801851	6.29
ILMN_1750256	10.18
ILMN_1700596	6.35
ILMN_1702322	6.734
ILMN_1690636	6.405
ILMN_1792449	8.18
ILMN_1765674	6.507
ILMN_1739942	12.16
ILMN_1787314	9.06
ILMN_1663897	6.779
ILMN_1701386	9.527
ILMN_1800958	10.04
ILMN_1760889	6.973
ILMN_2191902	6.251
ILMN_1729325	6.412
ILMN_1803384	6.205
ILMN_1797432	6.539
ILMN_1794728	6.562
ILMN_1715988	6.592
ILMN_1713315	6.524
ILMN_2194619	6.406
ILMN_1759670	8.5
ILMN_2367172	8.333
ILMN_1792741	7.824
ILMN_1794384	6.637
ILMN_1688019	6.467
ILMN_1751092	6.465
ILMN_1697611	6.533
ILMN_1695446	6.689
ILMN_1662681	6.682
ILMN_1788462	14.83
ILMN_1667994	12.67
ILMN_1788239	6.785
ILMN_1695759	6.496
ILMN_2397406	6.566
ILMN_1727258	6.58
ILMN_1723116	8.063
ILMN_1666258	6.792
ILMN_1660995	8.585
ILMN_1736412	8.37
ILMN_1778723	6.753
ILMN_1765460	6.622
ILMN_1725896	6.724
ILMN_1738233	6.697
ILMN_1670506	6.869
ILMN_1779374	10.61
ILMN_2394242	8.171
ILMN_1727023	9.81
ILMN_1683901	6.538
ILMN_1750880	7.261
ILMN_1792409	7.293
ILMN_1748141	6.73
ILMN_1778788	6.366
ILMN_1759312	6.41
ILMN_1701589	6.608
ILMN_1696830	6.358
ILMN_1786899	6.334
ILMN_1774447	7.557
ILMN_1660854	6.607
ILMN_1665307	6.271
ILMN_1731223	6.344
ILMN_1685834	6.747
ILMN_1725297	6.589
ILMN_1665331	8.204
ILMN_1713927	7.126
ILMN_1797796	6.182
ILMN_2294762	12.19
ILMN_2408219	6.359
ILMN_2094262	6.408
ILMN_2094261	6.087
ILMN_1726327	10.3
ILMN_1663313	14.09
ILMN_1719031	6.259
ILMN_2131123	6.572
ILMN_1801303	6.901
ILMN_1751102	6.46
ILMN_1694882	6.56
ILMN_2073157	6.835
ILMN_1785742	6.423
ILMN_2309549	6.787
ILMN_1801606	10.89
ILMN_1664435	6.373
ILMN_1804812	9.415
ILMN_1659553	7.649
ILMN_1770378	8.807
ILMN_2343563	8.887
ILMN_1726281	6.392
ILMN_1753773	6.446
ILMN_1722102	9.155
ILMN_1674988	6.616
ILMN_1793894	12.73
ILMN_1733096	6.079
ILMN_1813243	6.528
ILMN_1802973	9.188
ILMN_1723177	11.98
ILMN_2199284	7.394
ILMN_1696974	10.12
ILMN_1760727	12.16
ILMN_1665871	8.355
ILMN_1736340	11.41
ILMN_1677723	6.681
ILMN_2086890	6.944
ILMN_1774207	6.659
ILMN_1758443	6.33
ILMN_1669773	6.161
ILMN_2145501	6.228
ILMN_1772612	7.303
ILMN_1695193	8.773
ILMN_2143220	6.489
ILMN_1674376	6.599
ILMN_2386444	6.62
ILMN_1707727	6.945
ILMN_2166696	6.413
ILMN_1725518	6.366
ILMN_1813361	6.466
ILMN_2317186	6.464
ILMN_1684694	6.517
ILMN_1776363	6.571
ILMN_1652729	6.359
ILMN_1661875	8.217
ILMN_2390609	9.86
ILMN_1651943	6.781
ILMN_2112829	6.994
ILMN_2112834	6.395
ILMN_1813139	8.225
ILMN_1811239	6.26
ILMN_1794470	9.26
ILMN_1801464	7.416
ILMN_1735364	6.316
ILMN_1660778	6.256
ILMN_1692080	6.184
ILMN_1765091	9.288
ILMN_2341382	6.572
ILMN_1778304	6.449
ILMN_1766560	6.892
ILMN_1797873	6.242
ILMN_1675483	8.704
ILMN_2251062	6.555
ILMN_1799369	6.331
ILMN_1784292	10.27
ILMN_1687351	8.9
ILMN_2185563	10.95
ILMN_1716264	7.488
ILMN_1711828	11.74
ILMN_2115218	12.93
ILMN_2108709	9.24
ILMN_1690465	6.543
ILMN_1661833	9.567
ILMN_1689908	12.26
ILMN_1794070	6.688
ILMN_2148507	8.319
ILMN_1660183	6.32
ILMN_1667830	6.533
ILMN_1790351	6.549
ILMN_1807112	6.473
ILMN_1672356	8.798
ILMN_1662902	6.456
ILMN_1659156	9.623
ILMN_1675435	7.478
ILMN_2353431	8.393
