Reporter Identifier	VALUE
ILMN_1749243	9.052
ILMN_1805823	6.627
ILMN_1661646	9.555
ILMN_1663631	12.33
ILMN_2396338	7.656
ILMN_1701216	9.646
ILMN_1768363	8.31
ILMN_1782004	8.018
ILMN_2074258	11.87
ILMN_1737662	6.494
ILMN_1706493	6.505
ILMN_1772312	6.522
ILMN_1701170	6.652
ILMN_1651826	6.849
ILMN_1686626	12
ILMN_1690576	7.063
ILMN_2357976	6.69
ILMN_2408179	9.178
ILMN_1760563	10.21
ILMN_1743137	10.51
ILMN_1705364	8.857
ILMN_2390416	10.23
ILMN_1742782	6.93
ILMN_2152402	9.65
ILMN_1668822	6.444
ILMN_1690241	6.432
ILMN_1763207	6.531
ILMN_2321064	9.067
ILMN_2258383	6.541
ILMN_1683300	7.089
ILMN_1742230	10.84
ILMN_1658327	7.874
ILMN_1696692	6.898
ILMN_1680831	9.43
ILMN_1676318	6.767
ILMN_1720850	8.641
ILMN_1729645	6.603
ILMN_1734929	6.354
ILMN_1800590	8.957
ILMN_1741985	8.154
ILMN_2166972	6.975
ILMN_2230035	9.959
ILMN_1767612	10.52
ILMN_1762466	9.78
ILMN_2299737	6.958
ILMN_1663592	6.603
ILMN_1711053	6.664
ILMN_1703111	7.402
ILMN_1776656	7.509
ILMN_1775012	8.129
ILMN_2257833	9.313
ILMN_2377056	6.703
ILMN_1794956	7.568
ILMN_2352159	6.81
ILMN_1745415	10.55
ILMN_1804268	6.182
ILMN_1790455	6.745
ILMN_1705653	6.368
ILMN_2320280	6.681
ILMN_1680300	7.516
ILMN_2246131	6.322
ILMN_1732154	6.412
ILMN_1697642	10.05
ILMN_1715928	6.065
ILMN_1705568	6.562
ILMN_2342084	9.714
ILMN_2266334	6.492
ILMN_1737380	8.223
ILMN_1812403	12.41
ILMN_1672596	8.418
ILMN_1763638	7.773
ILMN_1733042	7.022
ILMN_2136147	6.513
ILMN_1751760	7.768
ILMN_2148452	7.357
ILMN_2054510	6.675
ILMN_1808059	7.819
ILMN_2325506	8.082
ILMN_2248912	7.259
ILMN_1766169	6.5
ILMN_1695110	10.43
ILMN_1771966	11.53
ILMN_1811188	10.68
ILMN_1786433	10.14
ILMN_1758090	8.209
ILMN_1796113	10.54
ILMN_2176592	10.43
ILMN_1685641	8.865
ILMN_1735979	10.02
ILMN_2390453	8.881
ILMN_1764166	9.642
ILMN_2259949	6.485
ILMN_1655433	8.481
ILMN_1693394	12.25
ILMN_1716446	8.616
ILMN_1704070	6.96
ILMN_2255133	6.437
ILMN_1659800	6.609
ILMN_1752899	6.432
ILMN_2342271	6.637
ILMN_1665761	6.953
ILMN_1667885	6.286
ILMN_1801119	6.511
ILMN_2363250	6.472
ILMN_1701120	6.343
ILMN_2246956	6.983
ILMN_1769229	6.589
ILMN_1654118	11.89
ILMN_1742410	8.17
ILMN_1749096	6.363
ILMN_1766541	6.427
ILMN_1774997	6.555
ILMN_2359627	6.656
ILMN_1731193	7.53
ILMN_2396982	9.729
ILMN_1752953	9.651
ILMN_2181445	11.89
ILMN_1664235	6.75
ILMN_1773925	6.751
ILMN_1717976	6.629
ILMN_2279645	6.488
ILMN_1694666	6.429
ILMN_1655722	6.326
ILMN_1746561	9.695
ILMN_1710514	7.859
ILMN_1746053	6.418
ILMN_1737314	10.72
ILMN_1651285	6.788
ILMN_1706886	6.78
ILMN_1665996	6.694
ILMN_2378081	6.93
ILMN_1754199	8.312
ILMN_2367275	9.06
ILMN_1788844	6.636
ILMN_2371147	10.17
ILMN_1701165	8.971
ILMN_1671715	9.488
ILMN_1704452	10.11
ILMN_1743966	7.406
ILMN_1775192	12.27
ILMN_2357272	10.01
ILMN_1690321	8.023
ILMN_1814686	6.283
ILMN_2335264	6.628
ILMN_1773117	9.909
ILMN_1712161	6.858
ILMN_1676241	7.769
ILMN_1767015	6.923
ILMN_1678260	6.598
ILMN_1669663	6.531
ILMN_1670398	7.421
ILMN_1680683	6.796
ILMN_1668907	6.604
ILMN_2333146	7
ILMN_1738529	9.771
ILMN_1678757	12.83
ILMN_1683471	6.668
ILMN_1677637	6.312
ILMN_1799280	8.735
ILMN_1673360	6.598
ILMN_1734611	6.719
ILMN_1684086	6.496
ILMN_1719820	6.305
ILMN_1793988	6.747
ILMN_1706644	6.613
ILMN_1761910	6.915
ILMN_1712712	6.394
ILMN_1809543	6.735
ILMN_1751276	6.431
ILMN_1687149	7.122
ILMN_1697923	6.36
ILMN_1733066	6.273
ILMN_1744822	10.05
ILMN_1668924	7.723
ILMN_1718982	7.11
ILMN_1755796	6.416
ILMN_2410182	6.363
ILMN_1796685	6.776
ILMN_1684042	8.963
ILMN_2060652	7.776
ILMN_1702637	9.523
ILMN_2234697	6.573
ILMN_2181892	11.4
ILMN_2351638	9.22
ILMN_1806473	6.44
ILMN_1804798	10.54
ILMN_1773504	6.532
ILMN_1814808	9.286
ILMN_1712608	6.534
ILMN_1690217	6.448
ILMN_1755818	7.243
ILMN_2206746	6.989
ILMN_1768534	10.01
ILMN_1726809	6.512
ILMN_1742787	6.204
ILMN_1699585	6.421
ILMN_1673590	6.501
ILMN_1708131	9.011
ILMN_1656638	6.272
ILMN_1813043	6.443
ILMN_2070521	6.389
ILMN_1719570	6.396
ILMN_1692973	6.834
ILMN_2362034	7.727
ILMN_1771268	6.553
ILMN_2380418	9.725
ILMN_2372413	7.413
ILMN_1763386	8.082
ILMN_2259495	6.479
ILMN_1770505	9.059
ILMN_2309245	9.762
ILMN_1674160	10.1
ILMN_1726342	6.472
ILMN_1708485	7.334
ILMN_1688489	6.59
ILMN_1768194	8.292
ILMN_2182704	10.76
ILMN_2405684	10.94
ILMN_1776181	7.227
ILMN_1681644	6.435
ILMN_1815361	7.503
ILMN_2349459	9.534
ILMN_1803124	6.716
ILMN_1801605	7.737
ILMN_2338849	6.27
ILMN_1674036	6.346
ILMN_1727144	6.473
ILMN_1805826	8.723
ILMN_2214098	8.464
ILMN_1675612	9.051
ILMN_1807331	6.539
ILMN_1668277	6.307
ILMN_1709484	6.811
ILMN_1721921	9.512
ILMN_2142935	6.72
ILMN_2157510	10.44
ILMN_1760530	6.542
ILMN_1679782	7.252
ILMN_1681242	6.44
ILMN_1699669	6.089
ILMN_1691436	10.91
ILMN_1797793	10.84
ILMN_2106656	9.346
ILMN_2106658	12.35
ILMN_1695354	7.253
ILMN_1787794	6.495
ILMN_1810239	6.513
ILMN_2308338	7.065
ILMN_1700915	11.08
ILMN_2295290	6.154
ILMN_1758542	6.584
ILMN_1800412	7.447
ILMN_1800776	6.227
ILMN_1798803	6.664
ILMN_1789994	6.332
ILMN_1791688	6.361
ILMN_1702755	6.348
ILMN_1722718	6.455
ILMN_2299045	7.164
ILMN_1811148	7.201
ILMN_1814200	6.291
ILMN_1707469	6.354
ILMN_1682661	6.615
ILMN_1740900	6.648
ILMN_1709734	6.35
ILMN_1693749	6.061
ILMN_1660552	6.711
ILMN_1747650	6.98
ILMN_1741566	6.59
ILMN_1761264	6.337
ILMN_2123415	7.054
ILMN_1702371	6.183
ILMN_1706957	8.608
ILMN_2095577	6.912
ILMN_1801658	7.04
ILMN_2070896	9.153
ILMN_1789095	9.235
ILMN_1772713	11.67
ILMN_1777854	6.277
ILMN_1796138	7.462
ILMN_1759892	6.331
ILMN_1672307	6.706
ILMN_1751465	6.574
ILMN_1679464	7.049
ILMN_2298301	6.567
ILMN_1655086	6.465
ILMN_1692748	6.464
ILMN_1656373	6.658
ILMN_1734410	7.828
ILMN_2318733	8.711
ILMN_1770803	10.56
ILMN_1724658	13.48
ILMN_2045419	8.853
ILMN_1718961	10.04
ILMN_1708513	7.158
ILMN_1699989	7.213
ILMN_1711170	6.33
ILMN_1773997	6.1
ILMN_1689172	6.821
ILMN_1728780	6.479
ILMN_1803956	6.427
ILMN_1730032	8.518
ILMN_1793966	8.055
ILMN_1782633	11.46
ILMN_1656382	8.979
ILMN_2298511	10.95
ILMN_1703894	8.467
ILMN_1659343	12.72
ILMN_1810680	9.069
ILMN_1786658	12.26
ILMN_2343010	12.24
ILMN_2258488	6.955
ILMN_2329759	6.372
ILMN_1759369	6.51
ILMN_1670746	6.381
ILMN_1781833	6.188
ILMN_1715583	11.96
ILMN_2147920	8.517
ILMN_1793049	6.567
ILMN_2352921	8.252
ILMN_1788764	6.342
ILMN_2352926	7.015
ILMN_1657746	11.57
ILMN_1766736	6.381
ILMN_1796928	6.069
ILMN_1708152	6.266
ILMN_1670091	6.352
ILMN_1712718	9.103
ILMN_1699179	6.551
ILMN_1688381	7.378
ILMN_1655210	6.519
ILMN_1798112	6.287
ILMN_2217056	6.528
ILMN_1652472	7.278
ILMN_1772034	6.292
ILMN_2311089	7.414
ILMN_1738027	7.84
ILMN_1666652	6.573
ILMN_1771065	6.668
ILMN_1677794	6.942
ILMN_1697546	8.317
ILMN_1730019	7.964
ILMN_1758918	12.75
ILMN_1785635	10.51
ILMN_1774134	6.6
ILMN_1736981	7.007
ILMN_1771061	7.012
ILMN_1696420	8.84
ILMN_2082810	10.46
ILMN_2349600	10.07
ILMN_1702335	6.49
ILMN_1701711	9.145
ILMN_1651405	10.52
ILMN_1811481	6.454
ILMN_1781085	6.211
ILMN_1750821	6.418
ILMN_1667928	8.786
ILMN_2247703	6.445
ILMN_2363489	9.857
ILMN_1778684	9.87
ILMN_1658805	6.671
ILMN_1736836	6.446
ILMN_1703686	8.061
ILMN_1800430	6.627
ILMN_1665554	9.222
ILMN_1781580	12.86
ILMN_1803570	7.355
ILMN_1800619	8.022
ILMN_1693410	10.52
ILMN_1797693	7.884
ILMN_1760757	6.734
ILMN_2398432	11.49
ILMN_1719165	8.908
ILMN_1775943	8.422
ILMN_2225511	6.539
ILMN_1727813	13.54
ILMN_1666967	8.933
ILMN_2226324	11.61
ILMN_1669308	8.36
ILMN_2365549	11.48
ILMN_1658800	9.792
ILMN_1756165	6.351
ILMN_2185845	7.196
ILMN_1708496	6.419
ILMN_2305249	6.65
ILMN_1675776	6.323
ILMN_1660400	6.185
ILMN_1714669	6.385
ILMN_1672871	6.639
ILMN_1656045	7.147
ILMN_2296011	6.406
ILMN_1805111	7.314
ILMN_1673518	9.085
ILMN_1801866	7.563
ILMN_1761915	7.53
ILMN_1662896	8.657
ILMN_2086222	9.502
ILMN_1757794	6.677
ILMN_1774596	12.71
ILMN_1734483	10.01
ILMN_1778374	12.15
ILMN_1730709	6.603
ILMN_1760246	7.401
ILMN_1726420	6.511
ILMN_1770161	6.499
ILMN_1723480	6.693
ILMN_1676842	10.59
ILMN_2411264	9.722
ILMN_1691927	10.26
ILMN_1809344	9.038
ILMN_1654153	6.374
ILMN_1674670	6.525
ILMN_1696582	6.449
ILMN_1705066	6.696
ILMN_1732885	8.917
ILMN_1809522	8.564
ILMN_1658231	7.172
ILMN_1707481	7.806
ILMN_1677684	6.614
ILMN_1713964	8.486
ILMN_1666653	6.587
ILMN_2334350	8.192
ILMN_1744725	11.2
ILMN_1687743	8.626
ILMN_2356745	6.995
ILMN_1757298	9.033
ILMN_2049900	6.211
ILMN_1796773	6.658
ILMN_1732271	7.003
ILMN_2081070	6.647
ILMN_1699728	9.077
ILMN_2319414	14.39
ILMN_1659762	14.31
ILMN_2245676	9.258
ILMN_2072140	10.28
ILMN_1759359	11.19
ILMN_1775743	12.85
ILMN_1770085	9.164
ILMN_1707339	9.357
ILMN_2154836	8.594
ILMN_1689154	6.355
ILMN_1662026	6.157
ILMN_1778536	6.559
ILMN_2099528	6.498
ILMN_1698953	6.265
ILMN_1783392	6.49
ILMN_2364852	9.573
ILMN_1752758	7.208
ILMN_2256894	6.676
ILMN_1721813	6.15
ILMN_1687888	6.553
ILMN_1802708	7.705
ILMN_1700067	7.844
ILMN_1676528	7.851
ILMN_2373831	8.246
ILMN_1688101	7.001
ILMN_1783795	6.352
ILMN_1660446	6.471
ILMN_2355786	6.386
ILMN_1663749	6.92
ILMN_1770709	6.43
ILMN_1676895	6.217
ILMN_1772976	6.739
ILMN_1815718	7.154
ILMN_1689438	6.582
ILMN_2202948	8.637
ILMN_1797307	7.989
ILMN_1693145	12.77
ILMN_1778764	9.454
ILMN_2245180	7.066
ILMN_2386100	9.786
ILMN_1749210	8.144
ILMN_1710697	11.86
ILMN_1702107	6.449
ILMN_1676294	6.564
ILMN_1689237	7.133
ILMN_1664167	11.9
ILMN_2155172	9.914
ILMN_1679800	11.41
ILMN_1655734	10.08
ILMN_1682792	10.34
ILMN_2111229	7.158
ILMN_1669208	6.461
ILMN_1730285	6.36
ILMN_1704760	9.123
ILMN_1714878	6.455
ILMN_1717982	6.989
ILMN_1793846	7.489
ILMN_1669554	6.576
ILMN_1676548	11.29
ILMN_1767556	6.69
ILMN_1738955	9.328
ILMN_1770399	6.59
ILMN_1654413	6.907
ILMN_1712854	6.299
ILMN_1783247	6.31
ILMN_1799204	6.46
ILMN_1652715	6.592
ILMN_1770130	6.405
ILMN_2159300	6.792
ILMN_1810462	6.134
ILMN_1680110	6.715
ILMN_1734010	7.075
ILMN_1761411	7.187
ILMN_1665508	6.968
ILMN_1767828	6.022
ILMN_1758153	6.497
ILMN_1704785	8.091
ILMN_1674046	6.755
ILMN_2100936	6.128
ILMN_1784933	6.336
ILMN_1717887	6.407
ILMN_1663649	6.357
ILMN_1791656	9.761
ILMN_1730047	6.365
ILMN_2071682	7.497
ILMN_1677311	6.724
ILMN_1701243	8.308
ILMN_1687478	6.482
ILMN_2231921	6.136
ILMN_1658830	8.065
ILMN_1674373	6.572
ILMN_2158594	7.8
ILMN_1723921	6.523
ILMN_1768339	6.534
ILMN_1772706	10.13
ILMN_2151056	9.82
ILMN_1684497	8.046
ILMN_1662470	10.44
ILMN_2202806	6.498
ILMN_1747741	6.5
ILMN_1749868	10.44
ILMN_1753490	8.577
ILMN_2375141	7.289
ILMN_1765480	6.747
ILMN_1742604	6.505
ILMN_1672711	6.361
ILMN_1681967	6.352
ILMN_1660288	7.26
ILMN_1792270	7.617
ILMN_1750338	7.391
ILMN_2128639	8.214
ILMN_1773497	6.444
ILMN_1759157	6.528
ILMN_2298611	6.554
ILMN_1665760	6.535
ILMN_2259520	6.552
ILMN_2344744	6.358
ILMN_2205963	6.482
ILMN_1708277	6.73
ILMN_1754660	8.356
ILMN_1672717	9.622
ILMN_2118472	12.3
ILMN_1754538	9.196
ILMN_2295346	6.537
ILMN_1718520	6.847
ILMN_1783873	6.577
ILMN_1765232	6.685
ILMN_1710207	7.632
ILMN_1678652	9.423
ILMN_1795563	6.393
ILMN_1768077	8.69
ILMN_1720898	6.553
ILMN_2097164	6.27
ILMN_1735292	6.586
ILMN_1664488	6.574
ILMN_1777591	10.05
ILMN_1719577	6.43
ILMN_1662791	6.271
ILMN_1720755	6.227
ILMN_2415617	6.521
ILMN_1742473	6.833
ILMN_1664741	6.585
ILMN_1738047	6.741
ILMN_1792110	8.718
ILMN_1838791	6.398
ILMN_2301163	7.343
ILMN_1671905	8.685
ILMN_1805603	6.426
ILMN_1757099	7.182
ILMN_1782861	6.419
ILMN_1788878	8.089
ILMN_2101719	7.054
ILMN_1665207	6.824
ILMN_1775423	8.098
ILMN_1680367	6.34
ILMN_1802702	6.527
ILMN_2183519	6.418
ILMN_1692568	6.646
ILMN_1781654	6.481
ILMN_1724517	6.442
ILMN_1783629	6.356
ILMN_1797104	6.695
ILMN_1702584	6.551
ILMN_1725594	11.02
ILMN_1802192	6.595
ILMN_2128967	11.52
ILMN_1811082	6.481
ILMN_1786759	13.11
ILMN_1708304	6.714
ILMN_2267365	7.221
ILMN_1788356	9.694
ILMN_2359029	9.882
ILMN_1665660	6.458
ILMN_1752988	11.04
ILMN_2077094	12.07
ILMN_1808163	8.646
ILMN_1812134	7.047
ILMN_1786872	7.917
ILMN_1680963	6.443
ILMN_1799053	6.5
ILMN_1652602	7.543
ILMN_1788756	6.216
ILMN_1789804	6.698
ILMN_1765039	6.61
ILMN_2133784	7.937
ILMN_1791968	6.279
ILMN_1673982	6.345
ILMN_1653836	6.499
ILMN_1782371	6.51
ILMN_1729842	6.335
ILMN_1803015	6.57
ILMN_1680102	6.598
ILMN_1767642	8.705
ILMN_2160718	6.837
ILMN_1696826	6.572
ILMN_1739345	10.78
ILMN_1724532	6.797
ILMN_1664773	7.157
ILMN_2341487	7.955
ILMN_1796440	6.618
ILMN_1726104	8.672
ILMN_2050790	7.642
ILMN_1674017	6.698
ILMN_2213297	10.06
ILMN_1664738	8.81
ILMN_2063051	6.478
ILMN_1706842	6.165
ILMN_1713402	8.446
ILMN_1728965	8.149
ILMN_1802649	8.007
ILMN_1815878	11.64
ILMN_1677080	8.111
ILMN_2073263	7.531
ILMN_1773148	7.532
ILMN_2268593	6.476
ILMN_1709050	6.472
ILMN_2243516	8.756
ILMN_1680659	6.411
ILMN_1767103	6.206
ILMN_2045800	7.609
ILMN_1732739	6.613
ILMN_1779163	9.459
ILMN_1757847	8.145
ILMN_2168520	6.61
ILMN_1683635	6.989
ILMN_2049693	10.05
ILMN_1793570	6.512
ILMN_1781419	9.648
ILMN_1656463	8.484
ILMN_1659017	9.068
ILMN_1798270	11.7
ILMN_2168079	6.322
ILMN_1669579	6.436
ILMN_2163051	7.354
ILMN_1759828	7.365
ILMN_1790637	9.473
ILMN_1790100	8.348
ILMN_1811437	6.242
ILMN_1777765	11.51
ILMN_2196335	7.968
ILMN_2196337	9.439
ILMN_1758537	6.287
ILMN_1804611	9.066
ILMN_2180371	11.02
ILMN_1709367	6.648
ILMN_1745497	10.15
ILMN_1787199	6.353
ILMN_1792671	9.04
ILMN_1788810	9.524
ILMN_2077733	7.906
ILMN_2122176	9.29
ILMN_2105923	9.653
ILMN_1772446	6.897
ILMN_2229922	8.053
ILMN_1726289	7.798
ILMN_1755414	6.51
ILMN_1757142	6.644
ILMN_1763311	6.526
ILMN_1751898	7.724
ILMN_1722880	6.149
ILMN_1809597	6.426
ILMN_1721569	6.315
ILMN_1713189	11.34
ILMN_1711720	6.209
ILMN_1737818	8.688
ILMN_2169856	8.561
ILMN_1772527	10.36
ILMN_1728435	9.161
ILMN_1798957	10.92
ILMN_1727055	9.959
ILMN_1654429	6.536
ILMN_2161556	8.285
ILMN_1791792	9.172
ILMN_1715567	6.202
ILMN_2105298	6.421
ILMN_1667857	10.57
ILMN_1706186	6.476
ILMN_1675616	6.489
ILMN_1770616	6.397
ILMN_1812191	13
ILMN_1727606	6.619
ILMN_2234710	7.2
ILMN_2234709	7.537
ILMN_1773927	6.584
ILMN_1804656	9.716
ILMN_1670355	6.566
ILMN_1774878	6.576
ILMN_2085659	6.638
ILMN_1658477	6.505
ILMN_1667510	9.328
ILMN_1696035	6.616
ILMN_2223350	7.939
ILMN_1658494	7.276
ILMN_2042792	6.375
ILMN_1773388	6.45
ILMN_2196550	6.066
ILMN_2391551	10.47
ILMN_1795128	9.757
ILMN_2285585	6.224
ILMN_1660754	7.717
ILMN_2206294	6.411
ILMN_1726054	6.618
ILMN_1682774	11.86
ILMN_1680178	6.353
ILMN_1736816	7.802
ILMN_1797475	6.274
ILMN_1693431	6.388
ILMN_1696048	6.54
ILMN_1761486	7.003
ILMN_1759486	6.366
ILMN_1755882	8.072
ILMN_1760613	6.814
ILMN_1700276	10.34
ILMN_1758093	7.015
ILMN_1740165	9.504
ILMN_2374076	8.566
ILMN_1769757	9.394
ILMN_1807667	6.352
ILMN_2083789	6.566
ILMN_1666208	8.488
ILMN_2204297	10.03
ILMN_1741331	9.773
ILMN_1660812	7.555
ILMN_1706305	11.16
ILMN_2055218	6.456
ILMN_1699091	6.768
ILMN_2265093	7.231
ILMN_1682102	6.788
ILMN_1777708	6.724
ILMN_1755677	9.54
ILMN_1771629	8.706
ILMN_1692588	7.077
ILMN_1704238	9.607
ILMN_1804908	6.655
ILMN_1712748	9.676
ILMN_2181883	8.696
ILMN_1758293	7.468
ILMN_1667839	9.391
ILMN_1726594	6.592
ILMN_1777487	8.269
ILMN_2186858	10.56
ILMN_1713744	8.741
ILMN_1734440	7.997
ILMN_2111918	11.92
ILMN_1680781	11.83
ILMN_2287082	6.449
ILMN_1781102	8.697
ILMN_2394193	9.218
ILMN_1684357	6.401
ILMN_2354269	8.622
ILMN_1686043	7.203
ILMN_1685781	9.244
ILMN_2193315	10.27
ILMN_1788787	6.562
ILMN_1669545	6.865
ILMN_1760222	6.339
ILMN_1806825	7.138
ILMN_1699676	9.32
ILMN_1740883	6.356
ILMN_2053281	7.654
ILMN_1667374	7.021
ILMN_1729596	6.907
ILMN_1762696	6.509
ILMN_1662895	6.658
ILMN_2078724	12.01
ILMN_1661945	14.26
ILMN_1721106	9.961
ILMN_1775121	6.294
ILMN_1669287	6.526
ILMN_1696708	11.71
ILMN_2114190	6.632
ILMN_1784464	6.804
ILMN_1711543	6.579
ILMN_1675577	7.963
ILMN_2393450	10.59
ILMN_1673846	6.498
ILMN_1728272	6.388
ILMN_1687718	6.225
ILMN_1756877	9.977
ILMN_1693951	6.489
ILMN_1689560	7.182
ILMN_2157709	7.856
ILMN_1799563	6.535
ILMN_1652722	10.43
ILMN_1698085	7.239
ILMN_1807728	6.551
ILMN_2394438	14.27
ILMN_1763603	9.113
ILMN_2287276	7.69
ILMN_1807031	7.474
ILMN_1779279	9.952
ILMN_1796377	6.639
ILMN_2138745	6.307
ILMN_2185077	6.587
ILMN_2185072	6.413
ILMN_1804396	11.31
ILMN_2297373	6.185
ILMN_2412922	7.397
ILMN_1763091	8.619
ILMN_1688031	6.593
ILMN_1806456	7.742
ILMN_2147345	7.116
ILMN_1668914	6.686
ILMN_1718925	6.798
ILMN_2154853	6.695
ILMN_1803300	6.22
ILMN_1670143	6.29
ILMN_1658628	6.655
ILMN_2194388	6.524
ILMN_1773017	6.51
ILMN_1790688	6.754
ILMN_1657111	7.209
ILMN_1750352	6.521
ILMN_1686082	9.285
ILMN_1653553	9.775
ILMN_1690443	8.875
ILMN_2134381	12.65
ILMN_1724897	9.238
ILMN_1771003	8.668
ILMN_2175465	12.48
ILMN_1657744	10.41
ILMN_1801053	6.45
ILMN_1737699	6.208
ILMN_1696031	8.531
ILMN_2372241	6.83
ILMN_1693344	6.396
