Reporter Identifier	VALUE
ILMN_1662902	6.547
ILMN_1659156	9.789
ILMN_1675435	7.787
ILMN_2353431	8.574
ILMN_1787064	7.433
ILMN_2406335	9.24
ILMN_1712019	9.23
ILMN_1666221	6.355
ILMN_1682547	6.534
ILMN_1747839	6.499
ILMN_1679184	6.569
ILMN_2215824	9.896
ILMN_1670452	6.467
ILMN_2289424	6.527
ILMN_2398211	6.519
ILMN_1680631	6.483
ILMN_2181867	6.435
ILMN_1757147	6.227
ILMN_1671812	6.263
ILMN_1799848	6.907
ILMN_2132599	7.222
ILMN_2227338	6.726
ILMN_1747151	6.395
ILMN_1768202	8.842
ILMN_2101368	6.285
ILMN_1740161	7.519
ILMN_1794063	7.229
ILMN_1697594	6.749
ILMN_2232520	7.683
ILMN_2075643	9.289
ILMN_1749338	7.434
ILMN_1756727	6.286
ILMN_1813607	6.281
ILMN_1796059	6.26
ILMN_1730678	12.43
ILMN_1708056	6.23
ILMN_2214278	7.996
ILMN_1805985	7.584
ILMN_1667748	9.973
ILMN_2119793	7.078
ILMN_1655766	6.453
ILMN_1758215	6.384
ILMN_2145153	6.649
ILMN_1798006	6.451
ILMN_2382431	6.536
ILMN_1750459	6.356
ILMN_1686523	6.493
ILMN_2280568	6.765
ILMN_1780806	7.615
ILMN_2189614	6.787
ILMN_1756417	9.089
ILMN_1776936	7.246
ILMN_1710979	8.242
ILMN_1758846	7.494
ILMN_1751744	6.588
ILMN_2091590	6.948
ILMN_1676605	6.292
ILMN_1779882	6.211
ILMN_1755049	6.403
ILMN_2059844	7.648
ILMN_1733716	6.488
ILMN_1712298	10.2
ILMN_1755588	6.74
ILMN_1669259	8.634
ILMN_1728957	6.658
ILMN_1793466	6.675
ILMN_2367300	6.49
ILMN_2226304	7.7
ILMN_1772660	6.525
ILMN_1766309	8.959
ILMN_2341724	6.284
ILMN_2072045	6.475
ILMN_1724040	9.43
ILMN_1692849	6.534
ILMN_1698159	6.886
ILMN_2178587	7.513
ILMN_2354930	6.552
ILMN_1779951	6.536
ILMN_1675937	6.954
ILMN_2048607	9.858
ILMN_1813669	9.933
ILMN_1758392	6.558
ILMN_1696131	6.516
ILMN_2340974	6.666
ILMN_1751636	7.082
ILMN_2199658	6.271
ILMN_1735108	6.348
ILMN_1677487	8.856
ILMN_2273796	6.756
ILMN_2370692	7.289
ILMN_1739645	7.937
ILMN_1807945	8.632
ILMN_1684293	13.95
ILMN_2151412	6.29
ILMN_1655868	8.401
ILMN_1728191	6.296
ILMN_1684923	6.658
ILMN_1763837	6.409
ILMN_1887731	6.366
ILMN_1670379	8.367
ILMN_1811877	7.497
ILMN_2387995	6.781
ILMN_1780894	6.474
ILMN_1812926	7.339
ILMN_1668044	6.332
ILMN_1668566	6.62
ILMN_2184184	6.882
ILMN_1699421	6.38
ILMN_2380494	8.266
ILMN_1685170	9.079
ILMN_1807003	6.534
ILMN_2412490	6.527
ILMN_1737612	6.393
ILMN_1799243	6.338
ILMN_1711899	6.445
ILMN_1755937	6.479
ILMN_2409167	7.012
ILMN_1698100	6.509
ILMN_2041101	6.286
ILMN_1798372	6.462
ILMN_1694548	6.173
ILMN_1711408	7.571
ILMN_1741003	11.24
ILMN_2326591	7.045
ILMN_1678612	8.134
ILMN_1662322	6.895
ILMN_1703791	12.13
ILMN_1778087	6.491
ILMN_2095610	6.386
ILMN_2186983	6.679
ILMN_2217601	7.524
ILMN_1709820	6.763
ILMN_1799863	6.779
ILMN_1741431	6.772
ILMN_2405185	6.568
ILMN_1782086	6.454
ILMN_1781537	6.746
ILMN_1813840	10.64
ILMN_1767113	6.423
ILMN_1789676	6.381
ILMN_2387505	7.095
ILMN_1781983	10.17
ILMN_2399627	9.268
ILMN_2399622	9.327
ILMN_2276598	6.299
ILMN_1754179	9.999
ILMN_1805247	7.276
ILMN_2415467	7.937
ILMN_1754738	10.65
ILMN_1705861	7.861
ILMN_1751345	10.63
ILMN_1712806	10.69
ILMN_2316173	11.22
ILMN_1766411	7.405
ILMN_2120273	7.522
ILMN_1768610	6.767
ILMN_1815306	7.967
ILMN_2359211	7.308
ILMN_1673108	6.599
ILMN_1803779	7.115
ILMN_1681998	7.369
ILMN_2331735	7.807
ILMN_1699598	10.71
ILMN_2402798	10.84
ILMN_1662426	12.48
ILMN_1809957	14.19
ILMN_1768867	9.952
ILMN_1679256	6.54
ILMN_2284667	6.334
ILMN_1764945	10.01
ILMN_2390114	9.94
ILMN_2362122	10.12
ILMN_1701774	6.727
ILMN_1667086	10.62
ILMN_1676946	9.735
ILMN_2311761	9.619
ILMN_1731596	8.579
ILMN_1669377	9.677
ILMN_1754531	7.777
ILMN_1779512	7.743
ILMN_1760466	7.303
ILMN_1659463	7.613
ILMN_2344798	6.784
ILMN_2182656	6.297
ILMN_1668285	6.164
ILMN_1723626	6.826
ILMN_2270491	6.461
ILMN_2364928	7.638
ILMN_1686610	8.422
ILMN_1769918	6.428
ILMN_1796271	6.659
ILMN_1699646	6.479
ILMN_1801710	7.418
ILMN_1716790	7.017
ILMN_1740772	10.63
ILMN_2320513	9.95
ILMN_1662668	6.605
ILMN_1659950	6.515
ILMN_1656951	7.088
ILMN_1689431	6.518
ILMN_1708833	6.87
ILMN_1740052	6.67
ILMN_1718023	12.7
ILMN_2319344	12.48
ILMN_1661886	13.31
ILMN_1652505	10.2
ILMN_1658472	9.863
ILMN_2398388	8.728
ILMN_1767816	8.686
ILMN_1815051	11.33
ILMN_1793598	9.82
ILMN_2128293	8.749
ILMN_1788135	8.876
ILMN_1793360	10.8
ILMN_1689353	6.778
ILMN_2396198	6.996
ILMN_1763834	7.742
ILMN_2081465	6.555
ILMN_1710482	8.722
ILMN_1796737	6.65
ILMN_1690884	6.851
ILMN_1729533	12.06
ILMN_1688543	6.772
ILMN_1675706	6.39
ILMN_1754055	6.268
ILMN_1664024	6.434
ILMN_1697925	6.469
ILMN_1813881	6.51
ILMN_1719143	6.494
ILMN_1680192	6.214
ILMN_2219466	8.553
ILMN_1675684	6.422
ILMN_1661572	6.449
ILMN_2412172	8.281
ILMN_2296950	9.339
ILMN_1702706	6.578
ILMN_1710726	8.195
ILMN_1802106	6.321
ILMN_2232478	6.806
ILMN_1664828	7.352
ILMN_1815425	6.282
ILMN_1789007	6.604
ILMN_1802923	6.451
ILMN_1722070	6.228
ILMN_1765605	6.386
ILMN_1780170	8.781
ILMN_1740938	6.53
ILMN_1809311	7.842
ILMN_1761511	6.248
ILMN_1761793	6.887
ILMN_1688631	6.216
ILMN_2325338	7.082
ILMN_1706582	7.152
ILMN_2248822	6.493
ILMN_2325337	7.324
ILMN_2283195	6.18
ILMN_1756862	7.322
ILMN_2369144	6.58
ILMN_1704682	6.221
ILMN_1779070	6.534
ILMN_1676177	6.572
ILMN_1687201	6.412
ILMN_1723522	7.247
ILMN_1731941	7.025
ILMN_1721623	10.32
ILMN_1777483	8.121
ILMN_2404065	10.5
ILMN_1653283	7.165
ILMN_2404063	10.15
ILMN_1694875	7.528
ILMN_2149766	10.25
ILMN_1763730	9.416
ILMN_1765076	10.83
ILMN_1686011	6.277
ILMN_1722491	12.41
ILMN_1726410	12.17
ILMN_2317348	10.96
ILMN_2260058	6.52
ILMN_1726752	9.658
ILMN_1776857	6.55
ILMN_1681103	6.747
ILMN_2090004	6.462
ILMN_1762606	8.937
ILMN_1757036	6.608
ILMN_1732149	6.587
ILMN_1651574	6.426
ILMN_1676649	6.397
ILMN_1747683	6.268
ILMN_1807036	6.19
ILMN_1786381	7.446
ILMN_1666519	6.699
ILMN_1738494	6.339
ILMN_1765610	6.479
ILMN_2053902	6.448
ILMN_1751586	6.498
ILMN_1672057	6.565
ILMN_1713462	6.35
ILMN_1715068	6.401
ILMN_2177460	7.839
ILMN_1717154	9.205
ILMN_1767351	10.81
ILMN_1659572	7.993
ILMN_1792540	6.509
ILMN_1658883	10.45
ILMN_1711120	6.581
ILMN_1699703	11.48
ILMN_1721977	10.35
ILMN_1804421	6.18
ILMN_2330948	9.768
ILMN_1802203	12.84
ILMN_1661458	6.483
ILMN_1682938	10.25
ILMN_1723884	10.08
ILMN_1719518	12.31
ILMN_1752340	11.42
ILMN_1764297	6.793
ILMN_2406873	6.937
ILMN_1675709	8.836
ILMN_1769250	9.628
ILMN_2227800	6.516
ILMN_1731287	11
ILMN_2221408	9.695
ILMN_1728471	10.43
ILMN_1789990	8.278
ILMN_2403906	10.41
ILMN_2403911	7.03
ILMN_1768399	7.389
ILMN_1750690	6.387
ILMN_1703989	7.472
ILMN_1812281	6.665
ILMN_1800898	10.12
ILMN_1707529	6.396
ILMN_1716068	6.226
ILMN_2095571	6.404
ILMN_1814353	6.575
ILMN_1788468	11.87
ILMN_1732060	10.41
ILMN_1736112	8.995
ILMN_1673815	7.795
ILMN_1744830	6.742
ILMN_2395913	6.823
ILMN_2215881	7.265
ILMN_2101810	7.016
ILMN_1753500	8.532
ILMN_2208413	6.361
ILMN_1718610	10.58
ILMN_2398847	7.774
ILMN_1756693	6.447
ILMN_1791186	7.046
ILMN_1688953	9.344
ILMN_1782761	6.658
ILMN_1811592	10.2
ILMN_1676361	6.57
ILMN_1764571	6.513
ILMN_1672742	6.128
ILMN_1673224	6.449
ILMN_1775441	6.593
ILMN_2352633	6.3
ILMN_1765876	6.48
ILMN_1801833	6.844
ILMN_1658853	6.505
ILMN_1777998	6.407
ILMN_1661971	6.31
ILMN_1711490	6.572
ILMN_2103362	6.926
ILMN_1731178	7.921
ILMN_2290204	8.737
ILMN_1797753	8.122
ILMN_1796772	8.581
ILMN_1751474	6.915
ILMN_2408851	6.281
ILMN_1750805	8.462
ILMN_1751164	6.258
ILMN_1770824	7.384
ILMN_2322747	6.71
ILMN_2388746	6.787
ILMN_1673358	6.245
ILMN_1732641	6.495
ILMN_1806655	6.813
ILMN_2342851	7.13
ILMN_2412475	7.688
ILMN_2297096	6.36
ILMN_1663916	6.707
ILMN_2382657	6.519
ILMN_1734742	10.97
ILMN_1678143	6.871
ILMN_2049274	7.116
ILMN_1711278	6.758
ILMN_1772370	6.666
ILMN_2293131	6.576
ILMN_2405129	6.539
ILMN_2132809	9.705
ILMN_1727205	6.637
ILMN_1689770	7.073
ILMN_2389445	6.456
ILMN_1656546	6.209
ILMN_2347380	7.882
ILMN_1733861	7.436
ILMN_1810712	7.397
ILMN_1792571	6.459
ILMN_1669928	8.775
ILMN_1754562	7.245
ILMN_1664016	11.04
ILMN_1808999	8.947
ILMN_1703477	9.062
ILMN_1781010	7.311
ILMN_1666076	6.806
ILMN_2342282	6.523
ILMN_1708093	7.906
ILMN_1803423	6.965
ILMN_1796912	9.794
ILMN_2235679	6.319
ILMN_1675984	6.603
ILMN_1798587	6.326
ILMN_1779370	7.293
ILMN_1734496	6.47
ILMN_1797341	11.58
ILMN_2415357	6.436
ILMN_1660433	6.225
ILMN_1795247	7.698
ILMN_2182335	8.551
ILMN_1670130	8.363
ILMN_1696956	7.745
ILMN_1757626	6.469
ILMN_2338447	6.825
ILMN_1676626	6.935
ILMN_1810229	7.255
ILMN_1761334	7.578
ILMN_2269564	9.047
ILMN_2362982	7.785
ILMN_1689700	6.748
ILMN_2298567	6.273
ILMN_2415157	6.662
ILMN_1721626	11.05
ILMN_1694219	9.212
ILMN_1792825	10.38
ILMN_1813091	11.41
ILMN_1769168	6.408
ILMN_1808383	6.331
ILMN_1777550	6.322
ILMN_2403047	6.788
ILMN_1777301	6.556
ILMN_2232463	6.554
ILMN_1774161	7.498
ILMN_2202967	7.357
ILMN_2188119	11.48
ILMN_1679917	9.167
ILMN_1698680	7.228
ILMN_1787879	12.32
ILMN_1755391	11.09
ILMN_1780444	7.206
ILMN_1704842	6.615
ILMN_2369953	6.499
ILMN_1775405	6.807
ILMN_1753663	6.509
ILMN_1743241	6.852
ILMN_1768391	6.615
ILMN_1719010	6.591
ILMN_1771738	8.013
ILMN_2332558	9.986
ILMN_1688526	11.94
ILMN_2120022	8.837
ILMN_1680465	7.543
ILMN_1679295	6.507
ILMN_2307266	7.177
ILMN_1703325	6.69
ILMN_1771822	7.231
ILMN_1750488	6.562
ILMN_1708416	12.87
ILMN_2113362	8.421
ILMN_1716384	8.757
ILMN_1791149	8.866
ILMN_1779835	7.034
ILMN_2393144	9.501
ILMN_1769810	13.05
ILMN_1797964	8.429
ILMN_2117902	6.246
ILMN_1659148	6.637
ILMN_1752837	11.16
ILMN_1777691	6.573
ILMN_1722066	10.2
ILMN_1689296	7.782
ILMN_2052598	11.52
ILMN_2213008	6.502
ILMN_1779256	6.842
ILMN_1776395	6.125
ILMN_1697088	8.099
ILMN_1697118	8.346
ILMN_1797298	8.388
ILMN_1797453	6.867
ILMN_1781151	8.617
ILMN_1656557	6.594
ILMN_2385318	7.52
ILMN_1755732	6.575
ILMN_2180677	6.291
ILMN_1788192	6.277
ILMN_1785170	6.441
ILMN_2334760	7.896
ILMN_1651741	6.775
ILMN_1664675	6.338
ILMN_2334765	7.708
ILMN_1743345	6.34
ILMN_1741156	8.904
ILMN_2414533	9.503
ILMN_1768226	7.13
ILMN_1716026	9.763
ILMN_2183510	12.54
ILMN_1687291	6.748
ILMN_2347314	7.779
ILMN_1762582	6.875
ILMN_1718046	7.363
ILMN_1731476	6.71
ILMN_2405305	7.261
ILMN_1798064	6.363
ILMN_1759915	11.39
ILMN_2085760	8.011
ILMN_2255021	6.607
ILMN_1792489	12.4
ILMN_1810200	6.944
ILMN_1655561	12.95
ILMN_1803183	6.595
ILMN_2393763	11.23
ILMN_1707336	10.61
ILMN_1768394	12.36
ILMN_2043816	11.16
ILMN_1782810	8.35
ILMN_1776442	6.583
ILMN_1772798	8.712
ILMN_2059505	10.53
ILMN_2289825	6.514
ILMN_1672161	6.621
ILMN_2251505	6.435
ILMN_2374728	6.268
ILMN_1671402	6.231
ILMN_1660126	6.358
ILMN_2325168	8.592
ILMN_1730620	8.063
ILMN_1675866	6.588
ILMN_2395711	7.605
ILMN_1661492	7.855
ILMN_1710229	6.759
ILMN_1715181	6.558
ILMN_1655612	7.313
ILMN_2198515	9.203
ILMN_2198516	7.587
ILMN_2184064	6.645
ILMN_1660544	7.432
ILMN_2153787	6.444
ILMN_2358202	12.99
ILMN_1733295	6.482
ILMN_2047240	7.539
ILMN_1656477	7.192
ILMN_1668727	6.453
ILMN_2242937	8.078
ILMN_1722045	6.516
ILMN_1712587	7.109
ILMN_1684956	8.14
ILMN_1661624	6.477
ILMN_1684873	10.33
ILMN_1727462	6.278
ILMN_1664001	6.26
ILMN_1720604	7.981
ILMN_1757896	6.398
ILMN_1727156	6.529
ILMN_1679318	6.526
ILMN_1657050	7.252
ILMN_1807913	6.941
ILMN_1693218	6.485
ILMN_1805773	7.076
ILMN_1733583	6.403
ILMN_2338733	6.499
ILMN_1762952	6.175
ILMN_1727040	6.468
ILMN_1773295	6.714
ILMN_1803691	7.374
ILMN_1800935	10.04
ILMN_1677226	7.171
ILMN_1720205	6.473
ILMN_1724162	6.753
ILMN_1771732	7.048
ILMN_1684054	9.195
ILMN_1655509	6.771
ILMN_1780786	6.134
ILMN_1800237	6.582
ILMN_1776129	6.519
ILMN_2118773	7.222
ILMN_1658602	6.737
ILMN_1773243	6.271
ILMN_1761000	6.784
ILMN_1668605	10.94
ILMN_2391512	10.74
ILMN_2285568	9.07
ILMN_1656248	6.345
ILMN_1683096	9.342
ILMN_1781148	7.149
ILMN_1722024	6.533
ILMN_1651643	6.462
ILMN_2272251	7.063
ILMN_1656364	6.479
ILMN_1654385	8.648
ILMN_1753737	6.555
ILMN_1740528	6.461
ILMN_1810881	6.558
ILMN_2210101	6.414
ILMN_1670829	6.775
ILMN_1795811	6.46
ILMN_2358784	8.345
ILMN_2358783	7.879
ILMN_1699606	7.321
ILMN_1813668	6.533
ILMN_1702618	6.558
ILMN_1676066	6.444
ILMN_1711269	6.307
ILMN_2126055	6.552
ILMN_1655532	6.542
ILMN_1806705	7.292
ILMN_2397776	7.191
ILMN_1744050	6.756
ILMN_1753040	7.183
ILMN_1680419	7.657
ILMN_2173740	8.709
ILMN_1783675	7.994
ILMN_2373728	6.656
ILMN_1786041	6.72
ILMN_1685097	11.25
ILMN_1679919	11.9
ILMN_1797656	7.296
ILMN_1745772	10.5
ILMN_2294751	9.686
ILMN_1772177	6.679
ILMN_1705928	7.416
ILMN_1701653	6.327
ILMN_1723412	6.952
ILMN_1695353	6.273
ILMN_1813075	6.29
ILMN_1714737	9.732
ILMN_1695414	7.098
ILMN_1769013	6.938
ILMN_1700340	6.32
ILMN_2342638	6.597
ILMN_1694966	6.567
ILMN_1782032	6.887
ILMN_1666933	10.95
ILMN_1791647	6.542
ILMN_1685142	6.202
ILMN_1685037	6.761
ILMN_2379393	7.737
ILMN_1690595	6.208
ILMN_1804384	8.256
ILMN_1732615	8.839
ILMN_1689786	9.151
ILMN_1657571	6.744
ILMN_1796417	12.47
ILMN_2398107	9.97
ILMN_2221673	11.16
ILMN_1692824	6.207
ILMN_2352934	7.331
ILMN_1693771	7.42
ILMN_1739719	6.848
ILMN_1662390	8.589
ILMN_1708950	7.578
ILMN_1662490	6.535
ILMN_2167426	6.502
ILMN_1815184	8.72
ILMN_2168166	6.461
ILMN_1762284	6.69
ILMN_1688180	7.984
ILMN_1661860	7.319
ILMN_1660749	11.97
ILMN_1810199	6.896
ILMN_1708778	9.843
ILMN_2395451	9.791
ILMN_1688234	6.843
ILMN_1803813	8.527
ILMN_1728055	6.434
ILMN_1684959	6.338
ILMN_1702189	6.598
ILMN_1744118	8.62
ILMN_1797283	7.828
ILMN_2381559	7.084
ILMN_1726025	8.255
ILMN_1698968	10.2
ILMN_1736957	6.334
ILMN_2048957	6.484
ILMN_1782246	6.614
ILMN_1654497	9.594
ILMN_2169983	8.454
ILMN_2048700	8.773
ILMN_1738530	9.256
ILMN_2131936	7.193
ILMN_2231569	6.635
ILMN_1748970	11.3
ILMN_1806956	6.405
ILMN_1656576	6.606
ILMN_1791400	6.915
ILMN_1812479	8.302
ILMN_2381769	7.308
ILMN_1756867	6.993
ILMN_1801923	8.237
ILMN_1748271	7.574
ILMN_2374865	9.583
ILMN_1661109	6.381
ILMN_1791346	6.494
ILMN_1672128	14.06
ILMN_1783394	7.112
ILMN_2358457	10.43
ILMN_1669113	10.76
ILMN_1703471	10.66
ILMN_1706967	6.519
ILMN_1716435	6.57
ILMN_1804445	6.676
ILMN_1748968	9.63
ILMN_2206098	8.268
ILMN_2188204	10.9
ILMN_1673898	7.535
ILMN_1725707	9.078
ILMN_2365881	9.134
ILMN_1664644	6.924
ILMN_1756006	8.575
ILMN_1735006	7.709
ILMN_1769566	10.79
ILMN_2163732	7.392
ILMN_2313782	9.254
ILMN_1768960	6.53
ILMN_1691173	6.167
ILMN_2411915	9.824
ILMN_2383727	6.476
ILMN_1700923	8.509
ILMN_2180315	6.402
ILMN_1801905	7.582
ILMN_1718265	7.73
ILMN_1790978	9.895
ILMN_2296290	6.312
ILMN_2410975	8.815
ILMN_1739008	8.892
ILMN_1734655	6.478
ILMN_1794707	7.57
ILMN_1673991	12.98
ILMN_1751086	10.09
ILMN_1713630	6.198
ILMN_2370825	8.822
ILMN_1779214	8.732
ILMN_1716231	6.144
ILMN_1772540	8.838
ILMN_2223720	9.669
ILMN_2373830	7.026
ILMN_1737833	9.559
ILMN_1711210	6.263
ILMN_1740671	6.351
ILMN_1752393	6.53
ILMN_2168228	6.628
ILMN_1654065	6.22
ILMN_1670609	12
ILMN_1813434	6.624
ILMN_1698804	6.51
ILMN_1656159	6.325
ILMN_1674217	6.305
ILMN_1768783	6.535
ILMN_1658884	7.668
ILMN_2124155	9.458
ILMN_1661428	7.142
ILMN_1804137	7.522
ILMN_2389810	8.926
ILMN_1687765	6.498
ILMN_2134224	10.07
ILMN_1704164	7.344
ILMN_1768895	6.5
ILMN_1663684	7.153
ILMN_1651303	6.307
ILMN_1775285	6.07
ILMN_1731783	10.29
ILMN_2415189	12.11
ILMN_1775566	9.941
ILMN_1777411	6.182
ILMN_1689098	6.541
ILMN_1696132	6.298
ILMN_1705208	6.391
ILMN_1658071	12.38
ILMN_2407824	13.07
ILMN_1730291	12.99
ILMN_1747271	7.451
ILMN_1783304	13.08
ILMN_1655783	6.266
ILMN_1654322	10.55
ILMN_1741115	6.508
ILMN_1759628	12.91
ILMN_1653211	6.337
ILMN_1770052	6.308
ILMN_1788281	6.454
ILMN_1709541	6.507
ILMN_1674460	6.368
ILMN_1655884	11.16
ILMN_1687375	9.363
ILMN_1815666	11.32
ILMN_1697827	6.627
ILMN_2310909	6.259
ILMN_2401933	8.988
ILMN_1750599	6.533
ILMN_1813399	7.378
ILMN_1802223	6.666
ILMN_1734788	6.213
ILMN_2381938	6.608
ILMN_1693481	6.551
ILMN_1660741	6.664
ILMN_2415073	6.395
ILMN_1664772	8.089
ILMN_1680579	8.753
ILMN_2367753	8.537
ILMN_1696568	9.651
ILMN_1758784	8.613
ILMN_2340565	10.13
ILMN_1785413	8.101
ILMN_2209417	6.385
ILMN_1702257	6.341
ILMN_1796405	6.403
ILMN_1703787	6.544
ILMN_1771680	6.622
ILMN_2341363	14.76
ILMN_1764494	14.75
ILMN_1772132	15.11
ILMN_1701269	12.37
ILMN_1679178	10.29
ILMN_1653599	13.42
ILMN_1756674	14.67
ILMN_2225887	14.28
ILMN_1672191	11.78
ILMN_1721989	13.34
ILMN_1712430	8.939
ILMN_1676393	12.49
ILMN_1807798	6.421
ILMN_1669102	7.687
ILMN_1660577	13.17
ILMN_1770466	7.698
ILMN_1794912	13.31
ILMN_1666372	13.16
ILMN_1726603	14.46
ILMN_1703415	6.812
ILMN_1772506	10.93
ILMN_1652806	10.18
ILMN_1772929	13.04
ILMN_2348093	13.01
ILMN_2307883	12.72
ILMN_2310621	13.01
ILMN_2079285	9.555
ILMN_1812638	13.42
ILMN_1791332	13.09
ILMN_1700625	9.917
ILMN_1679188	10.57
ILMN_2299843	8.837
ILMN_1809027	9.605
ILMN_1697694	13.66
ILMN_1677440	12.04
ILMN_1752579	11.01
ILMN_1700380	8.487
ILMN_1812896	6.13
ILMN_1721788	6.714
ILMN_1678186	6.816
ILMN_2394287	6.53
ILMN_1721391	12.92
ILMN_2353642	8.925
ILMN_1653056	6.449
ILMN_1773849	10.79
ILMN_1789005	14.43
ILMN_1795826	11.13
ILMN_1799889	6.633
ILMN_1715635	12.57
ILMN_2071937	13.48
ILMN_1785095	13.89
ILMN_1711516	13.22
ILMN_1812073	6.573
ILMN_1787705	12.6
ILMN_1659801	8.321
ILMN_1663257	7.388
ILMN_1660729	6.209
ILMN_2389995	6.324
ILMN_1797310	12.23
ILMN_2339779	12.41
ILMN_1798485	11.8
ILMN_1810235	8.881
ILMN_2099783	12.97
ILMN_1784523	12.97
ILMN_1654541	7.364
ILMN_1674778	6.708
ILMN_2371001	6.42
ILMN_1726273	6.53
ILMN_1689473	7.017
ILMN_2403730	10.97
ILMN_1808115	7.671
ILMN_1696223	6.737
ILMN_1722056	7.307
ILMN_1778358	6.934
ILMN_1693896	6.389
ILMN_1710523	7.616
ILMN_1814688	6.556
ILMN_2301193	6.75
ILMN_1782057	7.917
ILMN_1653372	6.594
ILMN_1783956	7.073
ILMN_1799232	6.765
ILMN_1706406	6.995
ILMN_2089073	11.51
ILMN_1658684	7.492
ILMN_1790603	11.65
ILMN_2395055	9.733
ILMN_1727390	8.572
ILMN_1721741	10.04
ILMN_2205245	9.967
ILMN_1704943	6.854
ILMN_1682375	7.43
ILMN_2140207	8.36
ILMN_1782085	7.38
ILMN_1727332	11.32
ILMN_1685978	9.681
ILMN_2277201	6.44
ILMN_1660342	6.416
ILMN_1810385	6.502
ILMN_2376771	6.4
ILMN_2370464	8.499
ILMN_1653896	8.302
ILMN_2355586	7.228
ILMN_1761850	7.558
ILMN_2297205	6.538
ILMN_1772124	8.386
ILMN_1678541	6.738
ILMN_1786966	6.388
ILMN_1666885	7.49
ILMN_2334256	6.417
ILMN_1726576	6.062
ILMN_1800951	7.166
ILMN_2153332	8.062
ILMN_1705900	7.883
ILMN_2169676	7.703
ILMN_1743829	12.23
ILMN_1742956	6.719
ILMN_1705034	6.582
ILMN_2271627	7.454
ILMN_2354334	6.695
ILMN_1680380	7.061
ILMN_2393497	9.371
ILMN_1725696	6.95
ILMN_1753450	6.238
ILMN_1688602	6.568
ILMN_1777260	6.805
ILMN_1664177	7.369
ILMN_1862018	8.501
ILMN_2111556	6.439
ILMN_2231911	10.37
ILMN_1756852	6.466
ILMN_1651378	8.891
ILMN_1680955	9.322
ILMN_2357438	9.189
ILMN_1768396	13.64
ILMN_2053650	7.181
ILMN_1684217	8.785
ILMN_1721333	6.362
ILMN_1675376	6.085
ILMN_2350296	6.728
ILMN_1749081	9.226
ILMN_1710216	8.629
ILMN_1674265	6.805
ILMN_2230117	6.332
ILMN_1811443	7.397
ILMN_1671731	9.57
ILMN_1712159	6.622
ILMN_1680521	6.371
ILMN_1698324	6.547
ILMN_1766185	10.02
ILMN_1692967	6.564
ILMN_1724480	8.816
ILMN_1701877	6.382
ILMN_2364521	6.286
ILMN_1703123	9.86
ILMN_1754400	8.591
ILMN_1797154	9.032
ILMN_1746206	9.956
ILMN_1742262	6.391
ILMN_1733680	8.568
ILMN_1656682	11.92
ILMN_1704550	7.666
ILMN_2327994	10.04
ILMN_1730867	6.27
ILMN_2148459	11.85
ILMN_1725427	11.9
ILMN_1787595	6.464
ILMN_2325347	6.16
ILMN_1726840	6.53
ILMN_1780188	8.195
ILMN_1659202	6.593
ILMN_1709907	6.633
ILMN_1657096	6.088
ILMN_1815287	6.437
ILMN_1690682	6.866
ILMN_2378654	6.388
ILMN_1800713	6.546
ILMN_1698756	6.305
ILMN_1739749	10.18
ILMN_1764813	6.914
ILMN_1794072	6.854
ILMN_2371440	6.469
ILMN_1761093	6.454
ILMN_1774208	6.407
ILMN_2210581	8.257
ILMN_1711102	6.932
ILMN_1800082	6.882
ILMN_1771260	7.064
ILMN_1702609	6.274
ILMN_1715384	9.141
ILMN_1680081	6.532
ILMN_1721523	6.437
ILMN_1741389	6.846
ILMN_1702817	7.009
ILMN_1805725	7.435
ILMN_1707200	6.341
ILMN_1753271	6.375
ILMN_1796663	8.439
ILMN_1766221	7.633
ILMN_1680732	6.636
ILMN_1806508	6.722
ILMN_1753755	6.571
ILMN_1692267	10.98
ILMN_1661500	9.155
ILMN_2380688	7.945
ILMN_1685824	10.67
ILMN_1732555	6.653
ILMN_1663541	10.47
ILMN_1806999	7.883
ILMN_1778161	8.874
ILMN_1676257	6.45
ILMN_1687751	6.767
ILMN_1707717	6.329
ILMN_1771308	6.236
ILMN_2320349	7.309
ILMN_1797804	6.714
ILMN_2326712	6.448
ILMN_1669323	6.559
ILMN_1807181	6.682
ILMN_1681583	6.671
ILMN_1751149	6.362
ILMN_1670695	6.551
ILMN_1659943	6.666
ILMN_2058468	6.517
ILMN_1685398	7.936
ILMN_1738652	9.994
ILMN_1720360	7.226
ILMN_1733970	6.972
ILMN_1659766	10.37
ILMN_2221014	7.663
ILMN_1727996	7.566
ILMN_2361695	11.55
ILMN_2268855	6.679
ILMN_1751396	6.172
ILMN_1728514	9.125
ILMN_1768994	7.044
ILMN_2168766	6.563
ILMN_2069267	6.599
ILMN_1697549	6.734
ILMN_2138135	6.609
ILMN_2206141	7.318
ILMN_1739256	6.5
ILMN_1729529	6.506
ILMN_1779510	6.632
ILMN_1797130	6.483
ILMN_1763869	6.28
ILMN_1773109	6.346
ILMN_1671076	6.445
ILMN_1705922	10.7
ILMN_1652865	6.486
ILMN_2258749	7.729
ILMN_1699727	7.511
ILMN_2247226	6.534
ILMN_1703593	10.85
ILMN_1771652	7.848
ILMN_1810550	6.386
ILMN_1805990	8.113
ILMN_1691410	12.33
ILMN_2179837	12.48
