Reporter Identifier	VALUE
ILMN_1787064	7.692
ILMN_2406335	9.218
ILMN_1712019	9.514
ILMN_1666221	6.385
ILMN_1682547	6.384
ILMN_1747839	6.368
ILMN_1679184	6.684
ILMN_2215824	10.09
ILMN_1670452	6.666
ILMN_2289424	6.295
ILMN_2398211	6.346
ILMN_1680631	6.279
ILMN_2181867	6.302
ILMN_1757147	6.406
ILMN_1671812	6.403
ILMN_1799848	7.295
ILMN_2132599	7.335
ILMN_2227338	7.158
ILMN_1747151	6.435
ILMN_1768202	8.788
ILMN_2101368	6.455
ILMN_1740161	8.001
ILMN_1794063	7.125
ILMN_1697594	7.226
ILMN_2232520	7.503
ILMN_2075643	9.372
ILMN_1749338	7.574
ILMN_1756727	6.239
ILMN_1813607	6.296
ILMN_1796059	6.344
ILMN_1730678	13.3
ILMN_1708056	6.255
ILMN_2214278	8.034
ILMN_1805985	7.665
ILMN_1667748	10.52
ILMN_2119793	6.854
ILMN_1655766	6.461
ILMN_1758215	6.452
ILMN_2145153	6.442
ILMN_1798006	6.478
ILMN_2382431	6.51
ILMN_1750459	6.619
ILMN_1686523	6.503
ILMN_2280568	6.634
ILMN_1780806	7.467
ILMN_2189614	6.813
ILMN_1756417	9.054
ILMN_1776936	7.194
ILMN_1710979	8.474
ILMN_1758846	7.651
ILMN_1751744	6.642
ILMN_2091590	7.343
ILMN_1676605	6.324
ILMN_1779882	6.542
ILMN_1755049	6.475
ILMN_2059844	9.171
ILMN_1733716	6.52
ILMN_1712298	10.34
ILMN_1755588	6.952
ILMN_1669259	8.822
ILMN_1728957	6.589
ILMN_1793466	6.942
ILMN_2367300	6.449
ILMN_2226304	7.654
ILMN_1772660	6.653
ILMN_1766309	8.737
ILMN_2341724	6.195
ILMN_2072045	6.541
ILMN_1724040	9.789
ILMN_1692849	6.569
ILMN_1698159	6.691
ILMN_2178587	7.87
ILMN_2354930	6.843
ILMN_1779951	6.369
ILMN_1675937	6.741
ILMN_2048607	10.05
ILMN_1813669	10.03
ILMN_1758392	6.184
ILMN_1696131	6.217
ILMN_2340974	6.548
ILMN_1751636	7.047
ILMN_2199658	6.276
ILMN_1735108	6.4
ILMN_1677487	8.453
ILMN_2273796	6.912
ILMN_2370692	6.907
ILMN_1739645	7.578
ILMN_1807945	8.496
ILMN_1684293	13.91
ILMN_2151412	6.359
ILMN_1655868	8.62
ILMN_1728191	6.223
ILMN_1684923	6.227
ILMN_1763837	6.309
ILMN_1887731	6.297
ILMN_1670379	8.919
ILMN_1811877	7.488
ILMN_2387995	6.92
ILMN_1780894	6.711
ILMN_1812926	7.224
ILMN_1668044	6.274
ILMN_1668566	6.4
ILMN_2184184	7.046
ILMN_1699421	6.295
ILMN_2380494	8.715
ILMN_1685170	9.38
ILMN_1807003	6.432
ILMN_2412490	6.29
ILMN_1737612	6.489
ILMN_1799243	6.307
ILMN_1711899	6.712
ILMN_1755937	6.586
ILMN_2409167	7.081
ILMN_1698100	6.553
ILMN_2041101	6.471
ILMN_1798372	6.581
ILMN_1694548	6.201
ILMN_1711408	7.872
ILMN_1741003	10.69
ILMN_2326591	7.232
ILMN_1678612	8.12
ILMN_1662322	6.34
ILMN_1703791	12.08
ILMN_1778087	6.756
ILMN_2095610	6.502
ILMN_2186983	6.552
ILMN_2217601	7.275
ILMN_1709820	6.743
ILMN_1799863	6.77
ILMN_1741431	6.624
ILMN_2405185	6.653
ILMN_1782086	6.518
ILMN_1781537	6.406
ILMN_1813840	10.89
ILMN_1767113	6.503
ILMN_1789676	6.525
ILMN_2387505	6.684
ILMN_1781983	10.22
ILMN_2399627	8.369
ILMN_2399622	9.33
ILMN_2276598	6.124
ILMN_1754179	8.996
ILMN_1805247	6.798
ILMN_2415467	7.494
ILMN_1754738	10.89
ILMN_1705861	7.947
ILMN_1751345	9.243
ILMN_1712806	10.35
ILMN_2316173	10.17
ILMN_1766411	7.609
ILMN_2120273	7.945
ILMN_1768610	6.847
ILMN_1815306	7.079
ILMN_2359211	6.987
ILMN_1673108	6.564
ILMN_1803779	7.6
ILMN_1681998	6.935
ILMN_2331735	7.463
ILMN_1699598	10.12
ILMN_2402798	10.47
ILMN_1662426	12.04
ILMN_1809957	14.22
ILMN_1768867	9.273
ILMN_1679256	6.191
ILMN_2284667	6.475
ILMN_1764945	9.704
ILMN_2390114	9.787
ILMN_2362122	9.284
ILMN_1701774	6.594
ILMN_1667086	9.979
ILMN_1676946	9.842
ILMN_2311761	9.024
ILMN_1731596	9.013
ILMN_1669377	9.88
ILMN_1754531	7.936
ILMN_1779512	7.233
ILMN_1760466	7.564
ILMN_1659463	7.519
ILMN_2344798	6.566
ILMN_2182656	6.56
ILMN_1668285	6.366
ILMN_1723626	6.661
ILMN_2270491	6.402
ILMN_2364928	6.993
ILMN_1686610	8.832
ILMN_1769918	6.585
ILMN_1796271	6.687
ILMN_1699646	6.335
ILMN_1801710	7.469
ILMN_1716790	6.671
ILMN_1740772	10.17
ILMN_2320513	9.691
ILMN_1662668	6.418
ILMN_1659950	6.309
ILMN_1656951	6.73
ILMN_1689431	6.508
ILMN_1708833	7.163
ILMN_1740052	6.81
ILMN_1718023	12.61
ILMN_2319344	12.36
ILMN_1661886	13.03
ILMN_1652505	9.957
ILMN_1658472	9.831
ILMN_2398388	8.686
ILMN_1767816	9.001
ILMN_1815051	11.46
ILMN_1793598	9.4
ILMN_2128293	8.644
ILMN_1788135	8.5
ILMN_1793360	10.09
ILMN_1689353	6.7
ILMN_2396198	6.933
ILMN_1763834	7.881
ILMN_2081465	6.37
ILMN_1710482	7.934
ILMN_1796737	6.482
ILMN_1690884	6.611
ILMN_1729533	11.65
ILMN_1688543	6.324
ILMN_1675706	6.32
ILMN_1754055	6.304
ILMN_1664024	6.541
ILMN_1697925	6.484
ILMN_1813881	6.398
ILMN_1719143	6.602
ILMN_1680192	6.372
ILMN_2219466	7.728
ILMN_1675684	6.447
ILMN_1661572	6.519
ILMN_2412172	8.118
ILMN_2296950	9.437
ILMN_1702706	6.513
ILMN_1710726	8.537
ILMN_1802106	6.356
ILMN_2232478	6.953
ILMN_1664828	7.89
ILMN_1815425	6.197
ILMN_1789007	6.56
ILMN_1802923	6.748
ILMN_1722070	6.2
ILMN_1765605	6.35
ILMN_1780170	9.166
ILMN_1740938	6.44
ILMN_1809311	8.251
ILMN_1761511	6.424
ILMN_1761793	6.837
ILMN_1688631	6.413
ILMN_2325338	7.519
ILMN_1706582	7.264
ILMN_2248822	6.643
ILMN_2325337	7.652
ILMN_2283195	6.477
ILMN_1756862	7.276
ILMN_2369144	6.738
ILMN_1704682	6.315
ILMN_1779070	6.437
ILMN_1676177	6.442
ILMN_1687201	6.603
ILMN_1723522	7.243
ILMN_1731941	6.738
ILMN_1721623	10.03
ILMN_1777483	8.497
ILMN_2404065	9.02
ILMN_1653283	6.957
ILMN_2404063	8.674
ILMN_1694875	7.015
ILMN_2149766	10.47
ILMN_1763730	9.27
ILMN_1765076	10.3
ILMN_1686011	6.538
ILMN_1722491	11.99
ILMN_1726410	11.33
ILMN_2317348	11.29
ILMN_2260058	6.67
ILMN_1726752	10.09
ILMN_1776857	6.787
ILMN_1681103	6.661
ILMN_2090004	6.298
ILMN_1762606	9.522
ILMN_1757036	6.666
ILMN_1732149	6.555
ILMN_1651574	6.356
ILMN_1676649	6.434
ILMN_1747683	6.362
ILMN_1807036	6.18
ILMN_1786381	7.743
ILMN_1666519	6.682
ILMN_1738494	6.29
ILMN_1765610	6.252
ILMN_2053902	6.259
ILMN_1751586	6.546
ILMN_1672057	6.556
ILMN_1713462	6.156
ILMN_1715068	6.693
ILMN_2177460	7.785
ILMN_1717154	9.12
ILMN_1767351	9.735
ILMN_1659572	7.328
ILMN_1792540	6.676
ILMN_1658883	10.64
ILMN_1711120	6.525
ILMN_1699703	10.78
ILMN_1721977	10.76
ILMN_1804421	6.353
ILMN_2330948	9.003
ILMN_1802203	13.05
ILMN_1661458	6.634
ILMN_1682938	9.91
ILMN_1723884	10.14
ILMN_1719518	12.29
ILMN_1752340	10.49
ILMN_1764297	6.845
ILMN_2406873	6.973
ILMN_1675709	9.201
ILMN_1769250	9.997
ILMN_2227800	6.669
ILMN_1731287	10.64
ILMN_2221408	9.55
ILMN_1728471	10.55
ILMN_1789990	8.376
ILMN_2403906	10.18
ILMN_2403911	6.945
ILMN_1768399	6.816
ILMN_1750690	6.724
ILMN_1703989	7.413
ILMN_1812281	7.21
ILMN_1800898	10.76
ILMN_1707529	6.222
ILMN_1716068	6.115
ILMN_2095571	6.377
ILMN_1814353	6.485
ILMN_1788468	11.9
ILMN_1732060	9.923
ILMN_1736112	9.184
ILMN_1673815	8.02
ILMN_1744830	6.532
ILMN_2395913	6.983
ILMN_2215881	6.716
ILMN_2101810	7.572
ILMN_1753500	8.478
ILMN_2208413	6.588
ILMN_1718610	10.41
ILMN_2398847	7.823
ILMN_1756693	6.536
ILMN_1791186	7.638
ILMN_1688953	8.174
ILMN_1782761	6.608
ILMN_1811592	10.3
ILMN_1676361	6.705
ILMN_1764571	6.599
ILMN_1672742	6.491
ILMN_1673224	6.099
ILMN_1775441	6.471
ILMN_2352633	6.37
ILMN_1765876	6.35
ILMN_1801833	6.641
ILMN_1658853	6.319
ILMN_1777998	6.534
ILMN_1661971	6.384
ILMN_1711490	6.415
ILMN_2103362	6.476
ILMN_1731178	8.322
ILMN_2290204	8.613
ILMN_1797753	8.228
ILMN_1796772	8.491
ILMN_1751474	6.71
ILMN_2408851	6.404
ILMN_1750805	8.302
ILMN_1751164	6.191
ILMN_1770824	7.449
ILMN_2322747	6.684
ILMN_2388746	6.779
ILMN_1673358	6.306
ILMN_1732641	6.379
ILMN_1806655	6.607
ILMN_2342851	6.597
ILMN_2412475	7.428
ILMN_2297096	6.286
ILMN_1663916	6.58
ILMN_2382657	6.41
ILMN_1734742	10.74
ILMN_1678143	8.05
ILMN_2049274	6.37
ILMN_1711278	6.938
ILMN_1772370	6.381
ILMN_2293131	6.296
ILMN_2405129	6.445
ILMN_2132809	9.762
ILMN_1727205	6.658
ILMN_1689770	6.735
ILMN_2389445	6.5
ILMN_1656546	6.315
ILMN_2347380	7.618
ILMN_1733861	7.218
ILMN_1810712	7.502
ILMN_1792571	6.567
ILMN_1669928	8.863
ILMN_1754562	7.292
ILMN_1664016	11.13
ILMN_1808999	8.835
ILMN_1703477	9.113
ILMN_1781010	7.779
ILMN_1666076	6.998
ILMN_2342282	6.218
ILMN_1708093	7.712
ILMN_1803423	7.12
ILMN_1796912	9.921
ILMN_2235679	6.427
ILMN_1675984	6.515
ILMN_1798587	6.514
ILMN_1779370	6.739
ILMN_1734496	6.276
ILMN_1797341	11.65
ILMN_2415357	6.12
ILMN_1660433	6.505
ILMN_1795247	8.108
ILMN_2182335	9.189
ILMN_1670130	8.717
ILMN_1696956	7.677
ILMN_1757626	6.261
ILMN_2338447	6.722
ILMN_1676626	6.901
ILMN_1810229	8.145
ILMN_1761334	7.226
ILMN_2269564	9.737
ILMN_2362982	7.995
ILMN_1689700	6.556
ILMN_2298567	6.305
ILMN_2415157	6.391
ILMN_1721626	11.09
ILMN_1694219	8.897
ILMN_1792825	10.66
ILMN_1813091	11.09
ILMN_1769168	6.491
ILMN_1808383	6.37
ILMN_1777550	6.552
ILMN_2403047	7.114
ILMN_1777301	6.6
ILMN_2232463	6.437
ILMN_1774161	7.435
ILMN_2202967	7.687
ILMN_2188119	12.32
ILMN_1679917	9.6
ILMN_1698680	7.965
ILMN_1787879	12.99
ILMN_1755391	11.29
ILMN_1780444	6.768
ILMN_1704842	6.787
ILMN_2369953	6.127
ILMN_1775405	7.141
ILMN_1753663	6.481
ILMN_1743241	6.889
ILMN_1768391	6.625
ILMN_1719010	6.447
ILMN_1771738	7.714
ILMN_2332558	10.03
ILMN_1688526	12
ILMN_2120022	9.211
ILMN_1680465	7.539
ILMN_1679295	6.561
ILMN_2307266	7.51
ILMN_1703325	6.534
ILMN_1771822	7.447
ILMN_1750488	6.531
ILMN_1708416	12.08
ILMN_2113362	8.047
ILMN_1716384	8.34
ILMN_1791149	8.882
ILMN_1779835	6.542
ILMN_2393144	8.99
ILMN_1769810	13.33
ILMN_1797964	7.834
ILMN_2117902	6.373
ILMN_1659148	6.717
ILMN_1752837	11.32
ILMN_1777691	6.565
ILMN_1722066	10.55
ILMN_1689296	7.537
ILMN_2052598	11.21
ILMN_2213008	6.251
ILMN_1779256	6.631
ILMN_1776395	6.371
ILMN_1697088	7.682
ILMN_1697118	8.334
ILMN_1797298	8.283
ILMN_1797453	6.948
ILMN_1781151	8.603
ILMN_1656557	6.678
ILMN_2385318	7.467
ILMN_1755732	6.535
ILMN_2180677	6.238
ILMN_1788192	6.408
ILMN_1785170	6.24
ILMN_2334760	8.308
ILMN_1651741	6.585
ILMN_1664675	6.447
ILMN_2334765	7.87
ILMN_1743345	6.48
ILMN_1741156	9.152
ILMN_2414533	9.194
ILMN_1768226	7.042
ILMN_1716026	9.204
ILMN_2183510	12.26
ILMN_1687291	6.992
ILMN_2347314	7.393
ILMN_1762582	6.989
ILMN_1718046	7.357
ILMN_1731476	6.779
ILMN_2405305	7.587
ILMN_1798064	6.565
ILMN_1759915	11.72
ILMN_2085760	7.28
ILMN_2255021	6.552
ILMN_1792489	12.24
ILMN_1810200	6.58
ILMN_1655561	12.25
ILMN_1803183	6.515
ILMN_2393763	10.36
ILMN_1707336	10.08
ILMN_1768394	12.85
ILMN_2043816	11.41
ILMN_1782810	9.004
ILMN_1776442	6.467
ILMN_1772798	7.745
ILMN_2059505	9.133
ILMN_2289825	6.465
ILMN_1672161	6.387
ILMN_2251505	6.353
ILMN_2374728	6.523
ILMN_1671402	6.583
ILMN_1660126	6.441
ILMN_2325168	8.248
ILMN_1730620	7.742
ILMN_1675866	6.573
ILMN_2395711	6.789
ILMN_1661492	6.802
ILMN_1710229	6.432
ILMN_1715181	6.309
ILMN_1655612	7.281
ILMN_2198515	8.504
ILMN_2198516	6.83
ILMN_2184064	6.489
ILMN_1660544	7.719
ILMN_2153787	6.436
ILMN_2358202	13.16
ILMN_1733295	6.226
ILMN_2047240	8.477
ILMN_1656477	6.774
ILMN_1668727	6.686
ILMN_2242937	8.115
ILMN_1722045	6.707
ILMN_1712587	6.833
ILMN_1684956	8.067
ILMN_1661624	6.947
ILMN_1684873	10.04
ILMN_1727462	6.235
ILMN_1664001	6.219
ILMN_1720604	8.146
ILMN_1757896	6.443
ILMN_1727156	6.378
ILMN_1679318	6.523
ILMN_1657050	7.213
ILMN_1807913	6.675
ILMN_1693218	6.593
ILMN_1805773	6.901
ILMN_1733583	6.381
ILMN_2338733	6.081
ILMN_1762952	6.211
ILMN_1727040	6.325
ILMN_1773295	6.703
ILMN_1803691	7.466
ILMN_1800935	10.23
ILMN_1677226	6.979
ILMN_1720205	6.599
ILMN_1724162	6.659
ILMN_1771732	7.22
ILMN_1684054	8.768
ILMN_1655509	6.522
ILMN_1780786	6.361
ILMN_1800237	6.526
ILMN_1776129	6.53
ILMN_2118773	7.191
ILMN_1658602	6.622
ILMN_1773243	6.411
ILMN_1761000	6.935
ILMN_1668605	10.49
ILMN_2391512	10.39
ILMN_2285568	8.479
ILMN_1656248	6.612
ILMN_1683096	9.535
ILMN_1781148	6.686
ILMN_1722024	6.327
ILMN_1651643	6.326
ILMN_2272251	6.827
ILMN_1656364	6.434
ILMN_1654385	8.477
ILMN_1753737	6.348
ILMN_1740528	6.495
ILMN_1810881	6.492
ILMN_2210101	6.351
ILMN_1670829	6.413
ILMN_1795811	6.733
ILMN_2358784	8.637
ILMN_2358783	8.202
ILMN_1699606	7.362
ILMN_1813668	6.488
ILMN_1702618	6.379
ILMN_1676066	6.372
ILMN_1711269	6.478
ILMN_2126055	6.839
ILMN_1655532	6.3
ILMN_1806705	7.836
ILMN_2397776	7.37
ILMN_1744050	6.525
ILMN_1753040	6.907
ILMN_1680419	8.174
ILMN_2173740	8.798
ILMN_1783675	8.137
ILMN_2373728	6.564
ILMN_1786041	6.851
ILMN_1685097	11.27
ILMN_1679919	12.32
ILMN_1797656	7.737
ILMN_1745772	10.78
ILMN_2294751	10.17
ILMN_1772177	6.782
ILMN_1705928	7.596
ILMN_1701653	6.352
ILMN_1723412	6.84
ILMN_1695353	6.647
ILMN_1813075	6.261
ILMN_1714737	10.13
ILMN_1695414	7.006
ILMN_1769013	7.32
ILMN_1700340	6.251
ILMN_2342638	6.438
ILMN_1694966	6.622
ILMN_1782032	6.683
ILMN_1666933	10.97
ILMN_1791647	6.492
ILMN_1685142	6.057
ILMN_1685037	6.673
ILMN_2379393	7.894
ILMN_1690595	6.433
ILMN_1804384	7.552
ILMN_1732615	8.697
ILMN_1689786	9.195
ILMN_1657571	6.658
ILMN_1796417	12.3
ILMN_2398107	9.961
ILMN_2221673	10.81
ILMN_1692824	6.527
ILMN_2352934	7.456
ILMN_1693771	7.049
ILMN_1739719	6.533
ILMN_1662390	8.751
ILMN_1708950	8.381
ILMN_1662490	7.384
ILMN_2167426	6.908
ILMN_1815184	7.877
ILMN_2168166	6.301
ILMN_1762284	6.847
ILMN_1688180	7.432
ILMN_1661860	6.662
ILMN_1660749	12.2
ILMN_1810199	6.989
ILMN_1708778	9.676
ILMN_2395451	9.221
ILMN_1688234	6.482
ILMN_1803813	8.467
ILMN_1728055	6.808
ILMN_1684959	6.689
ILMN_1702189	6.39
ILMN_1744118	8.489
ILMN_1797283	7.072
ILMN_2381559	6.972
ILMN_1726025	8.011
ILMN_1698968	10.13
ILMN_1736957	6.274
ILMN_2048957	6.607
ILMN_1782246	6.625
ILMN_1654497	9.837
ILMN_2169983	8.772
ILMN_2048700	8.321
ILMN_1738530	9.311
ILMN_2131936	6.841
ILMN_2231569	6.632
ILMN_1748970	11.22
ILMN_1806956	6.311
ILMN_1656576	6.512
ILMN_1791400	6.603
ILMN_1812479	8.416
ILMN_2381769	7.015
ILMN_1756867	7.1
ILMN_1801923	8.451
ILMN_1748271	7.66
ILMN_2374865	10.02
ILMN_1661109	6.324
ILMN_1791346	6.693
ILMN_1672128	14.21
ILMN_1783394	6.344
ILMN_2358457	10.1
ILMN_1669113	11.01
ILMN_1703471	10.87
ILMN_1706967	6.536
ILMN_1716435	6.749
ILMN_1804445	6.504
ILMN_1748968	9.953
ILMN_2206098	8.376
ILMN_2188204	10.92
ILMN_1673898	7.887
ILMN_1725707	9.242
ILMN_2365881	9.268
ILMN_1664644	6.698
ILMN_1756006	8.389
ILMN_1735006	8.235
ILMN_1769566	10.91
ILMN_2163732	8
ILMN_2313782	10.07
ILMN_1768960	6.62
ILMN_1691173	6.242
ILMN_2411915	8.366
ILMN_2383727	6.623
ILMN_1700923	8.937
ILMN_2180315	6.636
ILMN_1801905	6.962
ILMN_1718265	7.873
ILMN_1790978	10.94
ILMN_2296290	6.206
ILMN_2410975	8.858
ILMN_1739008	8.993
ILMN_1734655	6.4
ILMN_1794707	7.226
ILMN_1673991	12.89
ILMN_1751086	10.55
ILMN_1713630	6.269
ILMN_2370825	9.05
ILMN_1779214	9.002
ILMN_1716231	6.156
ILMN_1772540	8.886
ILMN_2223720	9.875
ILMN_2373830	7.017
ILMN_1737833	9.12
ILMN_1711210	6.317
ILMN_1740671	6.162
ILMN_1752393	6.536
ILMN_2168228	6.404
ILMN_1654065	6.264
ILMN_1670609	12.59
ILMN_1813434	6.59
ILMN_1698804	6.52
ILMN_1656159	6.533
ILMN_1674217	6.312
ILMN_1768783	6.45
ILMN_1658884	7.414
ILMN_2124155	9.702
ILMN_1661428	7.161
ILMN_1804137	7.505
ILMN_2389810	8.893
ILMN_1687765	6.57
ILMN_2134224	11.08
ILMN_1704164	7.22
ILMN_1768895	6.547
ILMN_1663684	6.678
ILMN_1651303	6.328
ILMN_1775285	6.398
ILMN_1731783	9.923
ILMN_2415189	11.66
ILMN_1775566	9.214
ILMN_1777411	6.374
ILMN_1689098	6.591
ILMN_1696132	6.386
ILMN_1705208	6.365
ILMN_1658071	11.7
ILMN_2407824	12.53
ILMN_1730291	11.69
ILMN_1747271	7.465
ILMN_1783304	13.3
ILMN_1655783	6.924
ILMN_1654322	10.21
ILMN_1741115	6.573
ILMN_1759628	13.18
ILMN_1653211	6.517
ILMN_1770052	6.646
ILMN_1788281	6.751
ILMN_1709541	6.343
ILMN_1674460	6.504
ILMN_1655884	9.678
ILMN_1687375	8.694
ILMN_1815666	10.44
ILMN_1697827	6.868
ILMN_2310909	6.415
ILMN_2401933	9.102
ILMN_1750599	6.507
ILMN_1813399	7.024
ILMN_1802223	6.414
ILMN_1734788	6.334
ILMN_2381938	6.397
ILMN_1693481	6.456
ILMN_1660741	6.503
ILMN_2415073	6.404
ILMN_1664772	8.786
ILMN_1680579	8.866
ILMN_2367753	8.678
ILMN_1696568	9.715
ILMN_1758784	8.297
ILMN_2340565	9.714
ILMN_1785413	7.944
ILMN_2209417	6.492
ILMN_1702257	6.28
ILMN_1796405	6.38
ILMN_1703787	6.415
ILMN_1771680	6.421
ILMN_2341363	14.71
ILMN_1764494	14.78
ILMN_1772132	15.19
ILMN_1701269	12.26
ILMN_1679178	10.52
ILMN_1653599	13.23
ILMN_1756674	14.26
ILMN_2225887	13.95
ILMN_1672191	11.91
ILMN_1721989	13.59
ILMN_1712430	9.693
ILMN_1676393	13.06
ILMN_1807798	6.369
ILMN_1669102	8.106
ILMN_1660577	12.81
ILMN_1770466	8.24
ILMN_1794912	13.15
ILMN_1666372	13.24
ILMN_1726603	14.42
ILMN_1703415	6.745
ILMN_1772506	9.972
ILMN_1652806	9.022
ILMN_1772929	12.71
ILMN_2348093	12.98
ILMN_2307883	12.84
ILMN_2310621	13.21
ILMN_2079285	10.49
ILMN_1812638	13.13
ILMN_1791332	12.62
ILMN_1700625	10
ILMN_1679188	10.17
ILMN_2299843	8.766
ILMN_1809027	9.746
ILMN_1697694	13.98
ILMN_1677440	11.8
ILMN_1752579	11.43
ILMN_1700380	8.543
ILMN_1812896	6.438
ILMN_1721788	6.56
ILMN_1678186	6.563
ILMN_2394287	6.088
ILMN_1721391	12.97
ILMN_2353642	9.229
ILMN_1653056	6.4
ILMN_1773849	9.575
ILMN_1789005	14.51
ILMN_1795826	11.14
ILMN_1799889	6.325
ILMN_1715635	12.13
ILMN_2071937	13.92
ILMN_1785095	14.18
ILMN_1711516	13.86
ILMN_1812073	6.653
ILMN_1787705	12.49
ILMN_1659801	8.483
ILMN_1663257	7.245
ILMN_1660729	6.439
ILMN_2389995	6.317
ILMN_1797310	12.54
ILMN_2339779	13.22
ILMN_1798485	12.48
ILMN_1810235	8.599
ILMN_2099783	12.86
ILMN_1784523	13.53
ILMN_1654541	7.978
ILMN_1674778	6.856
ILMN_2371001	6.454
ILMN_1726273	6.313
ILMN_1689473	7.209
ILMN_2403730	11.15
ILMN_1808115	6.976
ILMN_1696223	6.561
ILMN_1722056	7.164
ILMN_1778358	6.747
ILMN_1693896	6.864
ILMN_1710523	7.37
ILMN_1814688	6.528
ILMN_2301193	6.567
ILMN_1782057	7.338
ILMN_1653372	6.4
ILMN_1783956	7.171
ILMN_1799232	6.64
ILMN_1706406	6.604
ILMN_2089073	11.19
ILMN_1658684	7.435
ILMN_1790603	11.95
ILMN_2395055	10.16
ILMN_1727390	8.679
ILMN_1721741	11.06
ILMN_2205245	10.91
ILMN_1704943	6.735
ILMN_1682375	8.074
ILMN_2140207	8.145
ILMN_1782085	6.971
ILMN_1727332	11.59
ILMN_1685978	9.159
ILMN_2277201	6.21
ILMN_1660342	6.096
ILMN_1810385	6.538
ILMN_2376771	6.305
ILMN_2370464	8.862
ILMN_1653896	8.74
ILMN_2355586	7.339
ILMN_1761850	7.563
ILMN_2297205	6.623
ILMN_1772124	8.504
ILMN_1678541	6.715
ILMN_1786966	6.572
ILMN_1666885	6.823
ILMN_2334256	6.675
ILMN_1726576	6.347
ILMN_1800951	7.299
ILMN_2153332	8.06
ILMN_1705900	7.639
ILMN_2169676	7.621
ILMN_1743829	11.94
ILMN_1742956	6.533
ILMN_1705034	6.615
ILMN_2271627	7.089
ILMN_2354334	7.134
ILMN_1680380	6.973
ILMN_2393497	10.22
ILMN_1725696	7.056
ILMN_1753450	6.189
ILMN_1688602	6.474
ILMN_1777260	7.224
ILMN_1664177	7.438
ILMN_1862018	8.01
ILMN_2111556	6.442
ILMN_2231911	10.16
ILMN_1756852	6.486
ILMN_1651378	9.214
ILMN_1680955	8.432
ILMN_2357438	8.396
ILMN_1768396	14.22
ILMN_2053650	8.247
ILMN_1684217	8.102
ILMN_1721333	6.425
ILMN_1675376	6.501
ILMN_2350296	6.574
ILMN_1749081	9.705
ILMN_1710216	8.58
ILMN_1674265	6.749
ILMN_2230117	6.286
ILMN_1811443	6.762
ILMN_1671731	9.65
ILMN_1712159	6.571
ILMN_1680521	6.341
ILMN_1698324	6.348
ILMN_1766185	9.487
ILMN_1692967	6.526
ILMN_1724480	8.425
ILMN_1701877	6.527
ILMN_2364521	6.437
ILMN_1703123	10.55
ILMN_1754400	9.289
ILMN_1797154	8.53
ILMN_1746206	10.42
ILMN_1742262	6.428
ILMN_1733680	9.224
ILMN_1656682	11.62
ILMN_1704550	6.729
ILMN_2327994	9.933
ILMN_1730867	6.338
ILMN_2148459	12.48
ILMN_1725427	11.96
ILMN_1787595	6.444
ILMN_2325347	6.344
ILMN_1726840	6.366
ILMN_1780188	8.515
ILMN_1659202	6.928
ILMN_1709907	6.852
ILMN_1657096	6.134
ILMN_1815287	6.749
ILMN_1690682	6.764
ILMN_2378654	6.437
ILMN_1800713	6.714
ILMN_1698756	6.211
ILMN_1739749	9.537
ILMN_1764813	6.872
ILMN_1794072	6.926
ILMN_2371440	6.396
ILMN_1761093	6.486
ILMN_1774208	6.46
ILMN_2210581	7.804
ILMN_1711102	7.012
ILMN_1800082	6.536
ILMN_1771260	6.54
ILMN_1702609	6.441
ILMN_1715384	8.224
ILMN_1680081	6.409
ILMN_1721523	6.55
ILMN_1741389	6.688
ILMN_1702817	7.184
ILMN_1805725	7.373
ILMN_1707200	6.502
ILMN_1753271	6.303
ILMN_1796663	8.381
ILMN_1766221	8.063
ILMN_1680732	6.549
ILMN_1806508	6.725
ILMN_1753755	7.151
ILMN_1692267	11.14
ILMN_1661500	9.131
ILMN_2380688	7.57
ILMN_1685824	10.62
ILMN_1732555	6.51
ILMN_1663541	10.93
ILMN_1806999	8.576
ILMN_1778161	9.178
ILMN_1676257	6.442
ILMN_1687751	7.069
ILMN_1707717	6.298
ILMN_1771308	6.134
ILMN_2320349	6.876
ILMN_1797804	6.4
ILMN_2326712	6.175
ILMN_1669323	6.585
ILMN_1807181	6.613
ILMN_1681583	6.382
ILMN_1751149	6.413
ILMN_1670695	6.308
ILMN_1659943	6.557
ILMN_2058468	6.265
ILMN_1685398	6.897
ILMN_1738652	9.389
ILMN_1720360	7.007
ILMN_1733970	6.838
ILMN_1659766	10.01
ILMN_2221014	7.527
ILMN_1727996	7.477
ILMN_2361695	11.68
ILMN_2268855	6.397
ILMN_1751396	6.265
ILMN_1728514	9.326
ILMN_1768994	7.157
ILMN_2168766	6.905
ILMN_2069267	6.219
ILMN_1697549	7.117
ILMN_2138135	6.162
ILMN_2206141	7.643
ILMN_1739256	6.462
ILMN_1729529	6.565
ILMN_1779510	6.507
ILMN_1797130	6.466
ILMN_1763869	6.493
ILMN_1773109	6.394
ILMN_1671076	6.154
ILMN_1705922	9.582
ILMN_1652865	6.746
ILMN_2258749	7.382
ILMN_1699727	7.177
ILMN_2247226	6.619
ILMN_1703593	10.53
ILMN_1771652	7.659
ILMN_1810550	6.244
ILMN_1805990	7.668
ILMN_1691410	12.68
ILMN_2179837	11.85
ILMN_1749243	8.014
ILMN_1805823	6.119
ILMN_1661646	10.09
ILMN_1663631	12.67
